story_date,year,month,day,,headline,forward,comment,likes,topic label
12/16/2019,2019,12,16,2019-12-16 21:02  已编辑,【燃到炸裂！#不法分子听了发抖的交响乐#】西安交响乐团联合西安公检法三大执法机关，共同呈现史上最为震慑不法分子的交响乐。网友：不只黑恶势力，我听了都瑟瑟发抖LXSO西安交响乐团的微博视频 ​​​​,4094,1981,30708,Leisure
12/16/2019,2019,12,16,2019-12-16 20:37 来自 社会热点 · 视频社区,【#46岁儿子被86岁母亲拍打#：这个年龄还有妈打是幸福】重庆46岁的杜永华吃饭时被86岁母亲拿筷子拍打，他笑着说：“这个年龄有妈打，还不开心啊？”去年8月，母亲因病连喝水都费力，住院也没效果。杜永华将她接回家照顾后出现了奇迹，杜永华对母亲说：“好好地活，活个200岁，天天让你打可好？”  ​​​​...展开全文c,1562,1370,21036,Social affairs
12/16/2019,2019,12,16,2019-12-16 19:55  已编辑,【你想要吗？#2020年贺岁纪念币#18日起发行】中国人民银行自2019年12月18日起陆续发行2020年贺岁纪念币一套。该套纪念币共2枚，其中银质纪念币1枚，双色铜合金纪念币1枚。银质纪念币背面图案为“福”字造型，双色铜合金纪念币背面主景图案为中国传统剪纸艺术与装饰年画元素相结合的小花鼠造型。 ​​​​...展开全文c,2755,2360,9737,Social affairs
12/16/2019,2019,12,16,2019-12-16 19:10  已编辑,#北斗三号刷新组网纪录#【转发祝贺！#北斗三号核心星座部署完成#】16日15时22分，我国在西昌卫星发射中心用长征三号乙运载火箭，以“一箭双星”方式成功发射第五十二、五十三颗北斗导航卫星。至此，所有中圆地球轨道卫星全部发射完毕，标志着北斗三号全球系统核心星座部署完成。加油，中国航天！ ​​​​...展开全文c,1757,930,8580,Achievements
12/16/2019,2019,12,16,2019-12-16 19:01  已编辑,【#习近平会见林郑月娥#】国家主席习近平16日下午在中南海瀛台会见了来京述职的香港特别行政区行政长官林郑月娥，听取了她对香港当前形势和特别行政区政府工作情况的汇报。习近平说，即将过去的这一年，是香港回归祖国以来局面最为严峻复杂的一年。面对各种困难和压力，你坚守“一国两制”原则底线，依 ​​​​...展开全文c,1425,1340,17317,Hong Kong
12/16/2019,2019,12,16,2019-12-16 16:56 来自 微博视频,【每一帧都想截图！5分钟看遍#美成壁纸的新疆风光#】提起新疆，你会想到什么？塔克拉玛干沙漠、哈密魔鬼城、罗布泊、伊犁河谷、火焰山、楼兰故城……这里地域辽阔，面积166多万平方公里，约占中国国土面积的六分之一；这里生态环境良好，绚丽多姿的风光让人流连忘返。戳视频↓↓一起看大美新疆！   ​​​​...展开全文c,4274,1557,12895,Leisure
12/16/2019,2019,12,16,2019-12-16 16:26  已编辑,#耿爽回应厄齐尔事件#【#耿爽欢迎厄齐尔到新疆看看#】13日，阿森纳足球俱乐部德国籍球员厄齐尔在社交媒体上发表批评中国政府新疆政策的言论，引发国内外网民高度关注。对此，耿爽表示，新疆是中国领土不可分割的一部分。中国历史上从来没有把新疆称为“东突厥斯坦”，更不存在所谓的“东突厥斯坦国”。 ​​​​...展开全文c,919,1419,13005,International affairs (China related)
12/16/2019,2019,12,16,2019-12-16 16:16 来自 微博视频 已编辑,【#专访何厚铧#：一国两制带领澳门走出困境】20年前，澳门经济低迷，失业率高，收入因治安问题非常差。回归后，在一国两制强大生命力下，澳门取得飞跃式增长。在何厚铧看来，澳门特色一国两制一是爱国爱澳，二是薪火相传，三是澳门与祖国同命运。#澳门回归20周年#，祝福澳门，传递#我的中国心# ​​​​...展开全文c,1515,906,14648,Patriotic acts/festivals
12/16/2019,2019,12,16,2019-12-16 14:26 来自 微博视频,【#北京下雪#，#故宫雪景图上新了#】冬意正浓，雪落紫禁城，今天的雪，邀谁同赏？  L的微博视频 ​​​​,5331,2170,26684,Social affairs - environment
12/16/2019,2019,12,16,2019-12-16 13:03  已编辑,#北京下雪#【#故宫雪景图上新了#】一场飞雪，一座城。紫禁城的瑞雪，你喜欢吗？@故宫博物院 ​​​​,5618,2662,27716,Social affairs - environment
12/16/2019,2019,12,16,2019-12-16 12:52  已编辑,【七部门：#集中治理高校教师性骚扰学生等突出问题#】日前，教育部等7部门印发的《关于加强和改进新时代师德师风建设的意见》提出，把群众反映强烈、社会影响恶劣的突出问题作为重点从严查处，针对高校教师性骚扰学生、学术不端以及中小学教师违规有偿补课、收受学生和家长礼品礼金等开展集中治理。一 ​​​​...展开全文c,634,641,4366,Social scandal
12/16/2019,2019,12,16,2019-12-16 08:36 来自 微博视频,#微盘点#【#2019让你热泪盈眶的瞬间#】中国女排世界杯十一场全胜；留学生雨中为国旗撑伞；共和国首次颁授国家勋章和荣誉称号；国庆大阅兵让人热血沸腾…2019年，这些瞬间你还记得吗？又有哪些曾让你热泪盈眶？这段视频一起回顾这不平凡的2019↓↓  L的微博视频 ​​​​,12939,3499,41705,Leisure
12/15/2019,2019,12,15,2019-12-15 17:37 来自 新媒体聚合平台,【北方雪花陆续到货！#华北堆雪人预报地图#上线】从14日夜间开始，北方雪花陆续到货了，此次雪花发货范围广力度大，超10省市区今明天将迎降雪，太原、石家庄今晚可堆雪人，#北京雪人周一见#！南方同学：打扰了…@中国天气 ​​​​,925,1145,3514,Social affairs - environment
12/15/2019,2019,12,15,2019-12-15 14:57  已编辑,【#广州→深圳仅100分钟#，公交化运营，上车随便坐】今天，穗莞深城际铁路开通运营，设计时速140公里/小时，从广州东站到深圳机场站仅需1小时40分钟，大大压缩往返穗、莞、深三地时空距离。对推动粤港澳大湾区1小时经济生活圈、“广深港澳”科技创新走廊建设具有重要意义。L广州日报的秒拍视频 ​​​​,733,1275,6557,Social affairs
12/15/2019,2019,12,15,2019-12-15 14:22 来自 社会热点 · 视频社区,【宇芽回忆家暴过程：我当时像玩具一样，直接摔到地上】宇芽被家暴引起广大网友讨论，她回忆家暴过程时说：我当时像玩具一样，直接摔到地上，狗就站在我旁边。专家表示：对家暴说不，最重要的是及时去掉幻想，不要把家暴看成夫妻吵架，它实际上是人身伤害。#今日说法 宇芽# LCCTV今日说法的微博视频 ​​​​,917,1110,13087,Crime & court
12/15/2019,2019,12,15,2019-12-15 14:06  已编辑,【#涉孙小果案职务犯罪案一审宣判#：孙小果母亲获刑20年继父获刑19年】12月15日，云南省玉溪市中级人民法院、玉溪市红塔区人民法院、玉溪市通海县人民法院以及曲靖市沾益区人民法院、红河州个旧市人民法院、文山州文山市人民法院、大理州洱源县人民法院、德宏州芒市人民法院分别对19名涉孙小果案公职人 ​​​​...展开全文c,415,827,4814,Crime & court
12/15/2019,2019,12,15,2019-12-15 13:33 来自 军事 · 视频社区,【致敬！#新中国第一批受阅女兵#：通过天安门误差仅0.72秒】1984年，国庆35周年，新中国第一批受阅女兵在天安门接受检阅。96米，3分22秒，误差0.72秒，她们走的每一步都记在中国史册。为了这一刻，她们在风雪中训练一动不动。戳视频↓↓看她们不为人知的训练故事。L央视军事的微博视频 ​​​​,1438,699,13932,Role model
12/14/2019,2019,12,14,2019-12-14 22:16  已编辑,【愿平安！#宜宾煤矿透水致3死15失联#】记者从四川宜宾市应急管理局获悉，今天下午15时左右，位于宜宾珙县巡场镇的川煤集团芙蓉公司杉木树煤矿发生透水事故，#四川宜宾煤矿透水#已造成3人死亡、15人失联，救援正在紧张进行！（记者宋豪新） ​​​​,1077,1480,4395,Social affairs - disaster
12/14/2019,2019,12,14,2019-12-14 22:16  已编辑,【愿平安！#宜宾煤矿透水致3死15失联#】记者从四川宜宾市应急管理局获悉，今天下午15时左右，位于宜宾珙县巡场镇的川煤集团芙蓉公司杉木树煤矿发生透水事故，#四川宜宾煤矿透水#已造成3人死亡、15人失联，救援正在紧张进行！（记者宋豪新） ​​​​,1077,1480,4395,Social affairs - disaster
12/14/2019,2019,12,14,2019-12-14 21:28  已编辑,#人民锐评#【#批视频网站套路#：吃相难看】据报道，针对当前的热剧《庆余年》，有视频网站推出VIP超前点播服务，在VIP抢先看6集的基础上，会员再交50元可在更新时多看6集。这番操作顿时惹恼了不少用户。VIP之外设置VVIP，额外掏钱才能享受超前点播，视频网站是在制造焦虑诱发用户消费。在此前 ​​​​...展开全文c,36045,56067,762782,Social affairs - consumer rights
12/14/2019,2019,12,14,2019-12-14 00:37 来自 微博视频,#中方关于中美第一阶段经贸协议的声明#【财政部：#美承诺取消部分对华拟加征已加征关税#】12月13日，国务院新闻办公室举行新闻发布会，介绍中美经贸磋商有关进展情况。中央财经委员会办公室副主任、财政部副部长廖岷就第一阶段贸易协议是否包括美国答应取消50%的现有关税，中方对此是否也会取消50%的对 ​​​​...展开全文c,655,572,2614,Social affairs - economics
12/14/2019,2019,12,14,2019-12-14 00:30 来自 微博视频 已编辑,#中方关于中美第一阶段经贸协议的声明#【宁吉喆：#中国欢迎优质美国产品服务进入中国市场#】国新办13日晚就中美经贸磋商有关进展情况举行发布会。国家发展改革委副主任宁吉喆在会上说，从两国超大规模经济和市场看，中美贸易还有很大潜力。从满足中国人民不断增长的消费需求和推动经济高质量发展出发， ​​​​...展开全文c,281,267,1564,Social affairs - economics
12/13/2019,2019,12,13,2019-12-13 23:04  已编辑,【快讯！#中美第一阶段经贸协议文本达成一致#】经过中美两国经贸团队的共同努力，双方在平等和相互尊重原则的基础上，已就中美第一阶段经贸协议文本达成一致。协议文本包括序言、知识产权、技术转让、食品和农产品、金融服务、汇率和透明度、扩大贸易、双边评估和争端解决、最终条款九个章节。同时，双 ​​​​...展开全文c,1802,910,5227,Social affairs - economics
12/13/2019,2019,12,13,2019-12-13 17:32 来自 微博原生直播,【正在直播：#国家公祭日烛光祭#国际和平集会】今天，南京大屠杀死难者国家#公祭日#。17:30，侵华日军南京大屠杀遇难同胞纪念馆祭场举行烛光祭国际和平集会，南京大屠杀幸存者及其后代代表、烈士后代、法官后代、国际友人或其遗属代表等将参加，@ 正在直播↓↓  O的微博直播 . ​​​​,3380,1802,18089,Patriotic acts/festivals
12/13/2019,2019,12,13,2019-12-13 15:41  已编辑,【美官员称中方以恶意回应美方善意 #外交部三连怼谈没感到美方善意#】美国国务院亚太事务助理国务卿史达伟称美方为中国近几十年来的发展提供了巨大的帮助，美方对中方以持续的恶意来回应美方的善意感到失望。对此，华春莹表示，我们完全不能同意他的观点。首先，新中国成立70周年以来，我们所取得的举 ​​​​...展开全文c,1119,1277,14078,International affairs (China-US)
12/13/2019,2019,12,13,2019-12-13 13:29 来自 专业版微博,【致敬“海上守护神”！#一段视频了解中国救捞#】当海难发生时，人们是极少能自救逃生的。然而在危急关头，有这样一群人随时待命，在中国海域上为生命守望。海水冰冷刺骨，他们的心却火热无比。无论遇到多大的惊涛骇浪，他们仍然迎难而上，无惧无悔↓↓致敬！ L的微博视频 ​​​​,1209,551,7030,Role model
12/13/2019,2019,12,13,2019-12-13 13:03  已编辑,【#黑龙江警方查获野生熊掌214只# 它们本不该是这样】13日，黑龙江绥芬河警方破获一起重大走私非法收购出售珍贵野生动物制品案，抓获犯罪嫌疑人2名，查获涉嫌走私野生棕熊熊掌214只、羚羊角4根、鹿茸5块、熊胆10个、动物牙齿19个、疑似虎骨26块、海参213公斤，案值近千万。抵制野生动物制品，不 ​​​​...展开全文c,1528,2409,12702,Crime & court
12/13/2019,2019,12,13,2019-12-13 12:22 来自 专业版微博,【为爱让路！#为琼A88132让出生命通道#，扩！】山东8个月大的朵朵是一名早产儿，患有重症肺炎、先天性心脏病等疾病，病情危重。预计今天下午3点左右，将在车牌号为“琼A88132”的救护车运送下，到达北京八一儿童医院救治。救护车将途经济徐高速、济广高速、京台高速，具体线路将根据路况进行调整。转发 ​​​​...展开全文c,1310,765,5846,Social affairs
12/13/2019,2019,12,13,2019-12-13 11:44 来自 军事 · 视频社区,#澳门回归20周年#【围观！#驻澳部队的训练日常#：装甲车在室内“开”】在装甲兵模拟训练中心，驻澳部队官兵可全天候同步展开射击、驾驶、通信等基础训练，一样的手感，一样的准！围观↓↓L央视军事的微博视频 ​​​​,451,373,4795,Patriotic acts/festivals
12/13/2019,2019,12,13,2019-12-13 11:00  已编辑,#公祭日#【#听这就是82年前的南京#】这就是82年前的南京。82年后的今天，10点01分，防空警报划破南京城的上空。凝固的60秒，南京举城哀悼。珍爱和平，缅怀先烈！L军人之家的微博视频 ​​​​,15664,3634,36271,Patriotic acts/festivals
12/12/2019,2019,12,12,2019-12-12 20:15 来自 微博视频,#微盘点#【提气！#2019中国外交天团高能回应#】有理有据、有力有节，这是中国的大国气度！  L的微博视频 ​​​​,4516,1566,39670,International affairs (China related)
12/12/2019,2019,12,12,2019-12-12 19:34  已编辑,【#中央经济工作会议确定6大重点工作#】#中央经济工作会议#12月10日至12日在京举行。会议确定，明年要抓好以下重点工作：①坚定不移贯彻新发展理念；②坚决打好三大攻坚战；③确保民生特别是困难群众基本生活得到有效保障和改善；④继续实施积极的财政政策和稳健的货币政策；⑤着力推动高质量发展；⑥ ​​​​...展开全文c,1030,369,2521,CCP
12/12/2019,2019,12,12,2019-12-12 17:04 来自 新媒体聚合平台,【#九部门加大力度落实职工带薪休假#制度 推动错峰出行】近日，发改委等9部门联合发布意见，指出完善带薪休假相关制度：鼓励用人单位在年初统筹安排当年休假。各地可制定出台中小学放春假或秋假的办法，引导职工家庭在适宜出行季节带薪休假。积极推行岗位AB角制度等。你觉得#带薪休假为什么落实难#？ ​​​​...展开全文c,2155,1016,3571,Social affairs - local policy 
12/12/2019,2019,12,12,2019-12-12 16:51  已编辑,【#外交部称西方对华恐惧偏执症是种病#】12日，外交部发言人华春莹回应记者提问：现在一些西方国家政客和媒体似乎集体患上了“对华恐惧偏执症”，表现为“逢中必反”。这种现象说到底，是对华认知出了问题。“对华恐惧偏执症”是种病，也很危险，但并非无药可治，它需要的只是抛弃零和冷战思维，秉持平 ​​​​...展开全文c,365,353,2872,International affairs (China related)
12/12/2019,2019,12,12,2019-12-12 14:46  已编辑,【#谈萌娃脚踹撞倒妈妈的车#：礼让行人绝不是小事一桩】小男孩这一脚踢中了人们的泪点，却不知道能否踢醒那些横冲直撞司机们的文明交通意识。今年前10个月，“未按规定让行”一项造成4661人死亡、27015人受伤。让法治精神、规则意识在越来越多人心里生根，“礼让行人”将成为一种文明习惯。 ​​​​...展开全文c,906,2086,15677,Civic education
12/12/2019,2019,12,12,2019-12-12 10:54 来自 专业版微博,【酷炫！#90秒视频打卡澳门#：你可知Macau最美的风景】提到澳门你会想到什么？葡式蛋挞？大三巴牌坊？还是那首耳熟能详的《七子之歌》？澳门可不止这些！#澳门回归20周年#，戳视频↓↓↓一起体验你不一定了解的魅力澳门~ L的微博视频 ​​​​,1684,526,4142,Leisure
12/12/2019,2019,12,12,2019-12-12 10:11 来自 校园 · 视频社区,【感动！#澳门城市大学学子献唱七子之歌#】“你可知Macau，不是我真姓，我离开你太久了母亲……”#澳门回归20周年#，澳门城市大学师生献唱《七子之歌--澳门》，把对祖国母亲的爱都唱进了歌里。L澳门城市大学的微博视频 ​​​​,2881,1443,21544,Patriotic acts/festivals
12/12/2019,2019,12,12,2019-12-12 07:41 来自 新媒体聚合平台,【云南#4名教师家访途中遇车祸2死2伤#】据@云南发布 ，11日上午，云南昭通彝良县洛泽河镇毛坪中学4名教师，到洛泽河镇发路村罐子窑开展学生就学意愿调查及控辍保学工作，中途发生交通事故，车辆翻下400米斜坡，造成其中2人当场死亡，另外2人受重伤。遇难者善后处理等相关工作正进行。 ​​​​,670,1211,6287,Social affairs
12/11/2019,2019,12,11,2019-12-11 13:16 来自 新媒体聚合平台,【网传#出生仅1天婴儿在医院被盗#警方通报：属实，孩子已找回】网传“惠水一女子假扮成护士从医院抱走一新生婴儿”，10日，贵州@惠水县公安局 通报，经专案组近56个小时不懈努力，被盗婴儿已获救，犯罪嫌疑人李某被抓获，经检查，婴儿身体指标正常，目前，审讯工作正在开展。L贵州都市报的微博视频 ​​​​,4430,9534,175398,Crime & court
12/11/2019,2019,12,11,2019-12-11 12:56 来自 正能量 · 视频社区,【人间有真情！#小吃店老板给走失老人送热水热饭#，这夜风很冷我们送你回家】近日，湖北十堰一小吃店老板发现门口一位老人，冻得瑟瑟发抖，无法与人交流。老板给老人热水热饭后报警，@东岳南区所 民警联系老人侄子得知，老人是聋哑人，患老年痴呆，已走失3天，家人一直在找。在民警帮助下老人顺利 ​​​​...展开全文c,645,553,5927,Role model
12/11/2019,2019,12,11,2019-12-11 11:44 来自 新媒体聚合平台,【别拿身体不当回事！#2019年末健康自测#50题，你能拿多少分】又到年底，工作忙碌的同时，千万别忽视健康。今年出台的《健康中国行动（2019—2030年）》建议，人均每日食盐摄入量不高于5g、成人每日平均睡眠7-8小时、每周进行3次以上中等强度运动…#50个健康密码#↓↓戳图自测，转给你关心的TA！ ​​​​,5704,811,3925,Civic education
12/11/2019,2019,12,11,2019-12-11 09:26 来自 新媒体聚合平台,【#特大走私穿山甲鳞片案告破#：约5万只穿山甲遭杀戮】据央视，近日，杭州海关缉私局与温州市公安局联合侦破特大走私濒危野生动物及制品案，抓获犯罪嫌疑人18名，查证涉嫌走私穿山甲鳞片23.21吨，意味着近5万只穿山甲遭杀戮。捕杀、贩卖和食用穿山甲违法。转发呼吁，不食用，不使用！留住穿山甲！ ​​​​,4598,2674,14784,Crime & court
12/11/2019,2019,12,11,2019-12-11 08:47 来自 社会热点 · 视频社区,【谢谢你们没放弃！母子煤气中毒打完120后晕倒，#医护人员挨家敲门1小时救出患者#】8日，江西九江修水县第一人民医院接到120求助电话，医护人员出诊后却再也联系不上患者。向上级请示并报警后，他们挨家向几十户人家敲门搜寻，1个多小时终于找到患者家，救出煤气中毒晕倒的母子。L时间视频的微博视频 ​​​​,1071,974,13136,Role model
12/11/2019,2019,12,11,2019-12-11 08:13 来自 微博视频 已编辑,#微盘点#【注入灵魂！#2019年度十大BGM#出炉，你最爱哪一首？】从被各行各业模仿借鉴的《野狼disco》，到让人心旷神怡的《起风了》；从被重新演绎的《我和我的祖国》到高燃炸裂的《钢铁洪流进行曲》…2019年，这些BGM你都听过吗？又是否曾被某一段歌词或旋律感动？戳视频，一起回顾↓↓   ​​​​...展开全文c,29290,10248,191847,Leisure
12/11/2019,2019,12,11,2019-12-11 07:43 来自 微博视频,【今天，发条微博，纪念钱学森】美国人说他抵得上5个师，宁可枪毙也不让回国。在他心里，国为重，家为轻，科学最重，名利最轻。五年归国路，十年两弹成。开创祖国航天，他是先行人。他说：“我的事业在中国，我的归宿在中国。”今天，#钱学森诞辰#108周年，缅怀！  L的微博视频 ​​​​,16913,4647,100656,Role model
12/11/2019,2019,12,11,2019-12-11 07:24  已编辑,【#人民锐评#：荒谬的“暴力护港”逻辑必须否定】前日傍晚，香港警方在湾仔华仁书院又发现土制炸弹；内藏10公斤化学粉末，暗置大量尖锐铁钉，可于百米范围内致人伤亡，暴徒这一极具危险的“杰作”现身校园，让整个香港社会不寒而栗。半年了，煽暴、纵暴结出了社会失序、经济衰退的恶果，制暴者、施暴者 ​​​​...展开全文c,496,525,3304,Hong Kong
12/10/2019,2019,12,10,2019-12-10 19:54  已编辑,【黑龙江#哈兽研布鲁氏菌抗体阳性者13人#】12月7日，黑龙江省疾控中心通过传染病疫情网络直报系统监测到省农垦总医院诊断6例布病，均为中国农业科学院研究生院兽医学院学生。截至10日17时，此次疫情相关报告布鲁氏菌抗体阳性者13人，其中布病确诊病例1例、疑似2例、隐性感染10例。O网页链接 ​​​​,225,361,1688,Social affairs - disaster
12/10/2019,2019,12,10,2019-12-10 17:01  已编辑,【#上海养个孩子到初中要花80万#】12月9日，上海社会科学院发布报告显示，①上海中小学生超八成未参加补习班；②养育一个孩子到初中毕业的家庭总投入接近84万；③女生各科平均成绩都高于男生，差距最大的是英语；④#母亲学历越高孩子成绩越出彩#。你为孩子的教育花了多少钱？O调查显示，母亲学历越高孩子成绩越容易出彩 ​​​​,865,1099,5000,Social affairs - trends
12/10/2019,2019,12,10,2019-12-10 16:02 来自 排球 · 视频社区,【转发祝福！#铁榔头生日快乐# 】 从1981年作为主攻手拿到中国女排第一冠，到2019年作为主教练拿下中国女排第十冠。郎平说，女排精神不是赢得冠军，而是有时候明知道不会赢，也竭尽全力。38载峥嵘岁月，女排精神鼓舞了一代又一代中国人。祝福郎平！祝福中国女排！L中国女排的微博视频 ​​​​,1730,1075,11786,Role model
12/10/2019,2019,12,10,2019-12-10 14:48 来自 微博视频,【转扩！#急救版野狼Disco教你用AED#！】心脏骤停抢救黄金时间为4分钟，如果能及时使用上AED（自动体外除颤仪），病人存活率能高达90%。目前不少地方已经安装了AED，怎么用？@南京医科大学 师生改编《急救Disco》，记住#AED使用九字诀#：开电源、听他说、跟着做！转给更多人！  L的微博视频 ​​​​,2844,554,6318,Civic education
12/9/2019,2019,12,9,2019-12-9 22:04  已编辑,【人民微评：为民除害，让“钱逢胜”们付出代价】骚扰女学生#上财副教授被开除#、撤销教师资格，咎由自取。上海财大毫不袒护，处理果断，在职责范围内做了所能做、所该做的，值得激赏，堪称典范。钱逢胜是否涉嫌违法犯罪，或需司法机关介入。法治昭彰，岂可把学生当猎物？菁菁校园，绝不容师德败坏之徒 ​​​​...展开全文c,2874,2435,47912,Social scandal
12/9/2019,2019,12,9,2019-12-9 21:17  已编辑,#上财通报副教授骚扰女学生#【骚扰女学生#上财副教授被开除#】上海财经大学通报：钱逢胜严重违背教师职业道德，造成极其恶劣社会影响。经研究决定，给予钱逢胜开除处分，并按程序报请上级部门批准；撤销其副教授专业技术职务；撤销其教师资格。对违反师德师风的行为坚持零容忍，坚决依法依规严肃处理。 ​​​​,9410,10701,258655,Social scandal
12/9/2019,2019,12,9,2019-12-9 14:59 来自 微博视频,【完成惊艳首秀！延时摄影记录#水立方变身冰立方#】日前，经过一年的“水冰转换”，“水立方”终于变身“冰立方”，并迎来首场冰壶赛事。2008年奥运会游泳比赛的泳池，如今已变成4条标准赛道的冰壶场地。同时在北京冬奥会和冬残奥会冰上项目场馆中，第一个完成了奥运标准的制冰工作。（新华社）  ​​​​...展开全文c,1699,1288,34552,Social affairs
12/9/2019,2019,12,9,2019-12-9 14:24 来自 新媒体聚合平台,【#冬天的东北有多美#？库尔滨河十里雾凇画廊如仙境】12月8日，黑龙江逊克库尔滨河，因为上游建水电站，下游河水因此常年不冻，形成浓浓雾气，和冷空气融合交锋，形成雾凇。雾凇观赏期从每年11月下旬起，到第二年3月。有南方游客说，自己来了才相信真有人间仙境。L一手video的秒拍视频 ​​​​,1172,621,3623,Leisure
12/9/2019,2019,12,9,2019-12-9 13:42 来自 新媒体聚合平台,【太难了！#民警唐僧式反诈劝阻# 网友：你清醒一点…】上海浦东惠南地区的王女士被骗子洗脑，执意要给对方汇款，民警眼见如此，苦口婆心地为王女士讲解防范网络电信诈骗的要点及身边的一些真实案例。苦劝近一个小时后，王女士终于醒悟，保住了存款。L警民直通车-浦东的微博视频 ​​​​,519,419,5700,Bizzare
12/9/2019,2019,12,9,2019-12-9 10:34  已编辑,【破纪录、创历史！#宁忠岩夺速滑世界杯1500米金牌#！】北京时间12月8日晚，国际滑联速滑世界杯哈萨克斯坦站比赛中，中国选手宁忠岩以1分44秒918的成绩打破场地纪录，夺得冠军！这是中国选手在速滑世界杯历史上第一次夺取男子1500米金牌。祝贺！#中国速滑首夺男子1500米金牌#http://t.cn/Aiejt6Vb ​​​​,895,554,6658,Achievements
12/9/2019,2019,12,9,2019-12-9 08:09 来自 微博视频,#微盘点#【燃！#中国航天的超级2019#】这一年，嫦娥四号成功着陆月球背面，火星探测器首次公开亮相；这一年，我们告别天宫二号，也见证了中国空间站时代的华丽开启…星辰大海的征途上，中国航天人用奋斗创造着奇迹。120秒看中国航天的2019↓中国航天，未来可期！转发致敬！   ​​​​...展开全文c,4587,1135,13004,Achievements
12/9/2019,2019,12,9,2019-12-9 07:00 来自 新媒体聚合平台,【别让惯性的思维，限制了你成长的能力】有时，你感觉自己一直在努力，却从没走出失败的怪圈；有时，你想提升自己，却总找不到正确的方法。你的失败，可能不是不努力，而是思维方式要更新。试着换个角度看世界，更积极、洒脱地面对生活。你该学会的9种思维方式↓对照学习，尝试改变。新的一周，早安。 ​​​​,4984,956,6210,Leisure
12/8/2019,2019,12,8,2019-12-8 19:53 来自 微博视频,【美！#航拍福建东狮山雾凇#】福建柘荣县东狮山的雾凇，是江南冬日难得一见的美景，大面积雾凇形态各异，洁白如雪，在阳光的照耀下熠熠生辉，景象十分壮丽。@勇者再现---幽游  L的微博视频 ​​​​,660,487,2884,Leisure
12/8/2019,2019,12,8,2019-12-8 18:20 来自 奇闻轶事 · 视频社区,【惊艳！#寄生花重现西双版纳#】近日，中国科学院西双版纳热带植物园科研人员记录了罕见的寄生花开花全过程。寄生花是大花草科寄生花属植物，是一种奇特的寄生植物。2016年西双版纳境内曾发现寄生花，但没有记录下视频资料。此次共拍摄到2000多张照片，最后合成不到一分钟的视频。L新华网的微博视频 ​​​​,2146,1731,16107,Social affairs - environment
12/8/2019,2019,12,8,2019-12-8 17:08 来自 新媒体聚合平台,【心疼！#消防员零下30度冻出冰雪妆#】近日，内蒙古兴安盟阿尔山地区气温降至零下三十多度，为保障寒冷天气里的救火工作，消防员们坚持抗寒训练，10公里长跑结束回到营区后，每个人脸上都蒙了厚厚的一层冰霜。向消防英雄致敬！L环视频的微博视频 ​​​​,1112,1682,17954,Role model
12/8/2019,2019,12,8,2019-12-8 16:40 来自 新媒体聚合平台,【#兵哥哥机场等行李时的温暖一幕#】有网友在北京机场等行李箱，捕捉到兵哥哥的温暖一幕↓↓一个小小的动作，暖到心里~L中国正能量的微博视频 ​​​​,1171,1564,34818,Role model
12/8/2019,2019,12,8,2019-12-8 16:23  已编辑,【#100款违法违规APP被下架整改# 考拉海购、房天下等在列】国家网络安全通报中心通报，2019年11月以来，100款违法违规App被下架整改，房天下、晋江小说阅读、考拉海购、光大银行、猪八戒网、樊登读书等在列。今年以来，公安部组织开展“净网2019”专项行动，已依法查处违法违规采集个人信息的App共683 ​​​​...展开全文c,863,1080,8687,Social affairs - consumer rights
12/8/2019,2019,12,8,2019-12-8 16:08 来自 新媒体聚合平台,#微盘点#【#2019催泪瞬间#，看到最后红了眼眶】2019年，你也许曾大哭过，对成年人的崩溃感同身受；2019年，也有身边的温暖，让你感慨万千；2019年，仍有人恪尽职守，为你我保驾护航…240秒回顾2019催泪瞬间↓生活就是这样，哭过笑过，我们继续出发。L中青网新闻中心的微博视频 ​​​​,5900,1721,23970,Leisure
12/8/2019,2019,12,8,2019-12-8 13:36 来自 新媒体聚合平台,【#上海机场回应救护车接机#：系员工私自违规使用】7日，有网友反映，看到一辆沪N牌照的救护车闪着警灯在浦东机场接机，几名年轻人将多个免税品购物袋装上车。当晚，@航旅直通车-上海机场 称，经查实该救护车系浦东机场所属，为浦东机场当班员工私自违规使用，将作出严肃处理。L新京报我们视频的秒拍视频 ​​​​,963,932,7605,Social scandal
12/8/2019,2019,12,8,2019-12-8 13:04 来自 新媒体聚合平台,【医者仁心！苏州#援疆医生改变五个孩子的一生#】2017年，江苏苏大附儿医院将五位新疆伊犁州的先天畸形患儿接到苏州免费治疗。今年11月底，孩子们回苏州复查，一个孩子已可以正常奔跑跳跃。曾在当地帮扶的医师王晓东说，今后这五个孩子将和其它小朋友一样，拥有一个欢乐的童年。LSBS暖视频的秒拍视频 ​​​​,444,395,5147,Role model
12/8/2019,2019,12,8,2019-12-8 12:52 来自 新媒体聚合平台 已编辑,【送别！我国#精神科泰斗田祖恩逝世#】7日，著名精神医学专家、首都医科大学附属北京安定医院司法精神医学的奠基者田祖恩教授因病逝世，享年91岁。田祖恩曾参与刑事案例的鉴定程序的制定，司法精神疾病鉴定系统的开发，并在司法鉴定工作中打破“有病无罪论”。转发，送别田老！O讣告：著名精神医学专家田祖恩教授逝世 ​​​​,914,855,7938,Role model
