"�..story_date","year","month","day","Time","headline","topic.label","first_time_appear_eventbased","official.view","Response","Renmin.Daily","Renmin.Daily.Content","Notes","gtop","offvoice"
"11/24/2019",2019,11,24,"M","1. 外媒报道所谓中国特工系涉案在逃人员","International news (China related)",1,0,0,0,"","","International news",0
"11/24/2019",2019,11,24,"M","2. 孙杨恢复训练备战奥运","Social affairs - celebrity",0,0,0,0,"","","Soft news",0
"11/24/2019",2019,11,24,"M","3. 长沙一小区塑胶人工湖将铲除","Social affairs",1,0,0,0,"","","Social issues",0
"11/24/2019",2019,11,24,"M","4. 重庆楼顶加油站","Social affairs",1,0,0,0,"","","Social issues",0
"11/24/2019",2019,11,24,"M","5. 烧国旗13岁少女认罪悔过","Social scandal",0,0,0,0,"","","Social issues",0
"11/24/2019",2019,11,24,"M","6. 香港政界呼吁市民用选票向暴力说不","Hong Kong",0,0,0,1,"1","","International news",1
"11/24/2019",2019,11,24,"E","央视主播倡议给予医生更多理解","Social affairs",1,1,0,0,"","","Social issues",1
"11/24/2019",2019,11,24,"E","港警新一哥在央视发声","Hong Kong",1,1,0,0,"","","International news",1
"11/24/2019",2019,11,24,"E","被裁员工如何保障合法权益","Social affairs - economics",1,0,0,0,"","","Social issues",0
"11/24/2019",2019,11,24,"E","37亿元特大坚果走私案告破","Crime & court",1,0,0,0,"","","Crime & court",0
"11/25/2019",2019,11,25,"M","邓稼先去世前对爱人说的话","Role model",1,0,0,2,"1","","Flattering news",1
"11/25/2019",2019,11,25,"M","港警新一哥在央视发声","Hong Kong",0,1,0,0,"","","International news",1
"11/25/2019",2019,11,25,"M","央视主播倡议给予医生更多理解","Social affairs",0,1,0,0,"","","Social issues",1
"11/25/2019",2019,11,25,"M","杭州夜班车暖哭乘客","Social affairs",1,0,0,0,"","","Social issues",0
"11/25/2019",2019,11,25,"M","合肥下雪","Social affairs - environment",1,0,0,0,"","","Soft news",0
"11/25/2019",2019,11,25,"M","大理地震","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"11/25/2019",2019,11,25,"M","国考实际考录比40比1","Social affairs",1,0,0,2,"1","","Social issues",1
"43794",2019,11,25,"M","南京下雪","Social affairs - environment",1,0,0,1,"2","","Soft news",1
"11/25/2019",2019,11,25,"E","英国货车司机承认帮移民偷渡","International affairs (non-China)",0,0,0,0,"","","International news",0
"11/25/2019",2019,11,25,"E","教师入职要35名领导干部签字","Social affairs",1,0,0,0,"","","Social issues",0
"11/25/2019",2019,11,25,"E","王毅一句话回应香港局势","Hong Kong",1,1,1,0,"","","International news",1
"11/26/2019",2019,11,26,"M","导尿救人医生捐10万奖金","Social affairs",0,0,0,0,"","","Social issues",0
"11/26/2019",2019,11,26,"M","网易前离职员工谈绩效不达标被辞退","Social affairs - economics",1,0,0,0,"","","Social issues",0
"11/26/2019",2019,11,26,"M","外交部召见美国驻华大使","International affairs (China-US)",1,1,0,0,"","","International news",1
"11/26/2019",2019,11,26,"M","两件流失土耳其文物归国","Social affairs",1,0,0,0,"","","Social issues",0
"11/26/2019",2019,11,26,"M","王毅一句话回应香港局势","Hong Kong",0,1,1,0,"","","International news",1
"11/26/2019",2019,11,26,"M","张家口化工厂燃爆事故一审宣判","Crime & court",1,0,0,0,"","","Crime & court",0
"11/26/2019",2019,11,26,"M","马云1亿美元培养非洲企业家","Social affairs",1,0,0,0,"","","Social issues",0
"11/26/2019",2019,11,26,"M","德国珍宝馆被盗损失或达10亿欧","International news (non-China)",1,0,0,0,"","","International news",0
"11/26/2019",2019,11,26,"M","威尼斯水灾需10亿美元修复","International news (non-China)",1,0,0,0,"","","International news",0
"11/26/2019",2019,11,26,"M","北京公共场所随地吐痰最高可罚500元","Social affairs - local policy ",1,0,0,0,"","","Social policy",0
"11/26/2019",2019,11,26,"E","出租房屋不登记信息将被计入信用记录","Social affairs - local policy ",1,0,0,0,"","","Social policy",0
"11/26/2019",2019,11,26,"E","刘欣称香港通识教育被政治化","Hong Kong",1,0,0,0,"","","International news",0
"11/26/2019",2019,11,26,"E","香港特区政府就禁蒙面法违宪上诉","Hong Kong",1,0,0,0,"","","International news",0
"11/26/2019",2019,11,26,"E","国家卫健委 不献血不会影响个人信用","Social affairs - local policy ",1,1,0,0,"","","Social policy",1
"11/26/2019",2019,11,26,"E","湖南操场埋尸案已查清","Crime & court",0,0,0,1,"1&2","#人民锐评#：从“操场埋尸案”中汲取深刻教训","Crime & court",1
"11/27/2019",2019,11,27,"M","云南高速隧道口事故","Social affairs",1,0,0,0,"","","Social issues",0
"11/27/2019",2019,11,27,"M","山东虐待幼童继母被刑拘","Crime & court",1,0,0,0,"","","Crime & court",0
"11/27/2019",2019,11,27,"M","出租房屋不登记信息将被计入信用记录","Social affairs - local policy ",0,0,0,0,"","","Social policy",0
"11/27/2019",2019,11,27,"M","香港特区政府就禁蒙面法违宪上诉","Hong Kong",0,0,0,0,"","","International news",0
"11/27/2019",2019,11,27,"M","年内1884家影视公司关停","Social affairs - economics",1,0,0,0,"","","Social issues",0
"11/27/2019",2019,11,27,"M","500多座瑞士冰川已经消失","International news (non-China)",1,0,0,0,"","","International news",0
"11/27/2019",2019,11,27,"M","吸尿救人医生回国详述事发经过","Role model",0,0,0,0,"","","Flattering news",0
"11/27/2019",2019,11,27,"E","香港43名公务员涉非法集结被查","Hong Kong",1,0,0,0,"","","International news",0
"11/27/2019",2019,11,27,"E","印度14亿人仍在用现金","International news (non-China)",1,0,0,0,"","","International news",0
"11/27/2019",2019,11,27,"E","耿爽 美国无法同中国相提并论","International affairs (China-US)",1,1,0,1,"1","","International news",1
"11/28/2019",2019,11,28,"M","香港超5800人涉威胁公共安全被捕","Hong Kong",1,0,0,0,"","","International news",0
"11/28/2019",2019,11,28,"M","内蒙古四子王旗确诊1例腺鼠疫病例","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"11/28/2019",2019,11,28,"M","外交部回应美方签署涉港法案","International affairs (China-US)",1,1,1,1,"1","","International news",1
"11/28/2019",2019,11,28,"M","六成年轻人害怕看体检报告","Social affairs - trends",1,0,0,0,"","","Soft news",0
"11/28/2019",2019,11,28,"M","泰山币","Social affairs - economics",1,0,0,1,"1","","Social issues",1
"11/28/2019",2019,11,28,"M","2018年中国器官捐献数世界第二","Social affairs - trends",1,0,0,0,"","","Soft news",0
"11/28/2019",2019,11,28,"M","走私案地道连通香港深圳","Crime & court",1,0,0,0,"","","Crime & court",0
"11/28/2019",2019,11,28,"M","我国成功发射高分12号卫星","Achievements",1,0,0,0,"","","Flattering news",0
"11/28/2019",2019,11,28,"M","我国每年心源性猝死者55万","Social affairs - trends",1,0,0,0,"","","Soft news",0
"11/28/2019",2019,11,28,"M","孙杨事件现场视频","Social affairs - celebrity",0,0,0,0,"","","Soft news",0
"11/28/2019",2019,11,28,"E","飞机吸尿救人医生获奖感言","Social affairs",9,0,0,0,"","","Social issues",0
"11/28/2019",2019,11,28,"E","耿爽谈反制美涉港法案","International affairs (China-US)",1,1,0,1,"1","","International news",1
"11/28/2019",2019,11,28,"E","香港超5800人涉威胁公共安全被捕","Hong Kong",0,0,0,0,"","","International news",0
"11/28/2019",2019,11,28,"E","香港中联办针对美涉港法案发表声明","Hong Kong",1,1,0,1,"1","","International news",1
"11/28/2019",2019,11,28,"E","伊洛河汇入黄河成鸳鸯锅","International news (non-China)",1,0,0,0,"","","International news",0
"11/28/2019",2019,11,28,"E","日本大阪强制公务员下班","International news (non-China)",1,0,0,0,"","","International news",0
"11/29/2019",2019,11,29,"M","2017和2019网络流行语对比","Leisure",1,0,0,1,"1&2 ","人民微评：总有一句网络流行语扣动心弦","Soft news",1
"11/29/2019",2019,11,29,"M","泰山币开始兑换","Social affairs - economics",0,0,0,1,"1","","Social issues",1
"11/29/2019",2019,11,29,"M","首批枫桥式公安派出所","Crime & court",1,0,0,0,"","","Crime & court",0
"11/29/2019",2019,11,29,"M","耿爽谈反制美涉港法案","International affairs (China-US)",0,1,0,0,"","","International news",1
"11/29/2019",2019,11,29,"M","香港中联办针对美涉港法案发表声明","Hong Kong",0,1,0,0,"","","International news",1
"11/29/2019",2019,11,29,"M","伊洛河汇入黄河成鸳鸯锅","Social affairs - environment",0,0,0,0,"","","Soft news",0
"11/29/2019",2019,11,29,"E","初雪","Social affairs - environment",0,0,0,1,"1","","Soft news",1
"11/29/2019",2019,11,29,"E","梁振英建议美国会议员读读基本法","International news (non-China)",1,0,0,0,"","","International news",0
"11/29/2019",2019,11,29,"E","央视再曝医美乱象","Social affairs",1,1,0,0,"","","Social issues",1
"11/29/2019",2019,11,29,"E","香港理工大学正式解封","Hong Kong",1,0,0,0,"","","International news",0
"11/29/2019",2019,11,29,"E","能不能给个立遗嘱功能","Social affairs",1,0,0,0,"","","Social issues",0
"11/29/2019",2019,11,29,"E","女逃犯劳荣枝落网","Crime & court",1,1,0,1,"1","","Crime & court",1
"11/29/2019",2019,11,29,"E","中国一维和士兵执行任务时染病牺牲","International news (China related)",1,0,0,0,"","","International news",0
"11/30/2019",2019,11,30,"M","0. 水滴筹医院扫楼筹款漏洞多","Social scandal",1,0,0,0,"","","Social issues",0
"11/30/2019",2019,11,30,"M","1. 巴基斯坦小镇900儿童染艾滋","International news (non-China)",1,0,0,0,"","","International news",0
"11/30/2019",2019,11,30,"M","2. 伦敦桥恐怖袭击造成3人死亡","International news (non-China)",1,0,0,0,"","","International news",0
"11/30/2019",2019,11,30,"M","3. 香港航空停飞部分航班","Hong Kong",1,0,0,0,"","","International news",0
"11/30/2019",2019,11,30,"M","4. 风雪中最可爱的人","Role model",1,0,0,0,"","","Flattering news",0
"11/30/2019",2019,11,30,"M","5. 刘兆佳称美插手香港事务必适得其反","International affairs (China related)",1,0,0,0,"","","International news",0
"11/30/2019",2019,11,30,"M","6. 海南省高院副院长张家慧被免职","Government acts",1,0,0,0,"","","Social policy",0
"11/30/2019",2019,11,30,"M","7. 香港理工大学正式解封","Hong Kong",0,0,0,0,"","","International news",0
"11/30/2019",2019,11,30,"M","8. 伦敦桥响起枪声","International news (non-China)",0,0,0,0,"","","International news",0
"11/30/2019",2019,11,30,"M","9. 央视再曝医美乱象","Social affairs",0,1,0,0,"","","Social issues",1
"11/30/2019",2019,11,30,"M","10. 女逃犯劳荣枝落网","Crime & court",0,1,0,1,"1","","Crime & court",1
"11/30/2019",2019,11,30,"M","11. 有人在搜集贩卖你的脸","Social affairs",1,0,0,0,"","","Social issues",0
"11/30/2019",2019,11,30,"M","12. 北京地铁一乘客心脏病突发去世","Social affairs",1,0,0,0,"","","Social issues",0
"11/30/2019",2019,11,30,"M","13. 能不能给个立遗嘱功能","Social affairs",0,0,0,0,"","","Social issues",0
"11/30/2019",2019,11,30,"E","0. 台独组织骨干分子李孟居被捕","Social affairs",1,0,0,0,"","","Social issues",0
"11/30/2019",2019,11,30,"E","1. 伦敦恐袭凶手为刚释放恐怖分子","International news (non-China)",0,0,0,0,"","","International news",0
"11/30/2019",2019,11,30,"E","2. 中国存活艾滋病感染者95.8万","Social affairs - trends",1,0,0,0,"","","Soft news",0
"11/30/2019",2019,11,30,"E","3. 香港航空停飞部分航班","Hong Kong",0,0,0,0,"","","International news",0
"12/1/2019",2019,12,1,"M","央视报道高以翔去世","Social affairs - celebrity",1,1,0,0,"","","Soft news",1
"12/1/2019",2019,12,1,"M","IS宣称对伦敦桥恐袭负责","International news (non-China)",0,0,0,0,"","","International news",0
"12/1/2019",2019,12,1,"M","警察耗时4年追回国家宝藏","Role model",1,0,0,0,"","","Flattering news",0
"12/1/2019",2019,12,1,"M","死亡货车案死者遗体运回越南","International news (non-China)",0,0,0,0,"","","International news",0
"12/1/2019",2019,12,1,"M","香港被烧老伯仍未渡过危险期","Hong Kong",0,0,0,0,"","","International news",0
"12/1/2019",2019,12,1,"M","水泥价格大幅上涨","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/1/2019",2019,12,1,"M","广东选调","Government acts",1,0,0,0,"","","Social policy",0
"12/1/2019",2019,12,1,"M","退伍军人讲述雪山生死瞬间","Role model",1,0,0,0,"","","Flattering news",0
"12/1/2019",2019,12,1,"M","瑞典环保少女写入中学教材","International news (non-China)",1,0,0,0,"","","International news",0
"12/1/2019",2019,12,1,"E","国务院任命澳门第五届政府主要官员","Government acts",1,1,0,0,"","","Social policy",1
"12/1/2019",2019,12,1,"E","家长投诉幼儿被保育员扎针","Social scandal",1,0,0,0,"","","Social issues",0
"12/1/2019",2019,12,1,"E","10岁男孩为救父1天吃5顿","Role model",1,0,0,0,"","","Flattering news",0
"12/1/2019",2019,12,1,"E","长江三角洲区域一体化发展规划纲要","Social affairs - local policy ",1,0,0,0,"","","Social policy",0
"12/1/2019",2019,12,1,"E","云光中被双开","Social scandal",1,0,0,0,"","","Social issues",0
"12/1/2019",2019,12,1,"E","一个村两三百人做直播短视频","Social affairs",1,0,0,0,"","","Social issues",0
"12/1/2019",2019,12,1,"E","甘南县地震","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"M","央视主播说活命不能总指望运气","Social affairs - celebrity",0,1,0,0,"","","Soft news",1
"12/2/2019",2019,12,2,"M","大连海关退运3700余吨洋垃圾","International affairs (China related)",1,0,0,0,"","","International news",0
"12/2/2019",2019,12,2,"M","微信回应发原图泄露位置信息","Social affairs - consumer rights",1,0,1,0,"","","Social issues",0
"12/2/2019",2019,12,2,"M","华为前员工","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"M","广州地铁回应填埋坍塌区","Social affairs",1,0,1,0,"","","Social issues",0
"12/2/2019",2019,12,2,"M","内蒙古查获大量人体植入类医疗器械","Social affairs",1,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"M","长江三角洲区域一体化发展规划纲要","Social affairs - local policy ",0,1,0,0,"","","Social policy",1
"12/2/2019",2019,12,2,"M","国务院任命澳门第五届政府主要官员","Government acts",0,1,0,0,"","","Social policy",1
"12/2/2019",2019,12,2,"M","十二月的经济状况","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"E","泰国3D斑马线","International news (non-China)",1,0,0,0,"","","International news",0
"12/2/2019",2019,12,2,"E","港府警告香港航空","Hong Kong",1,0,0,0,"","","International news",0
"12/2/2019",2019,12,2,"E","今晚12点油价要涨了","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"E","近七成学生每天课外阅读低于1个小时","Social affairs - trends",1,0,0,1,"1","","Soft news",1
"12/2/2019",2019,12,2,"E","长春一医院仍有水滴筹人员推广","Social scandal",0,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"E","华为支持李洪元运用法律武器维权","Social affairs - economics",0,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"E","中方宣布制裁美部分非政府组织","International affairs (China-US)",1,0,0,1,"1","","International news",1
"12/2/2019",2019,12,2,"E","被割颈港警问香港教育是否出问题了","Hong Kong",1,0,0,0,"","","International news",0
"12/2/2019",2019,12,2,"E","外卖商家用暗语向未成年人售烟","Social scandal",1,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"E","格力电器签署股份转让协议","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/2/2019",2019,12,2,"E","华为被拘前员工希望华为道歉","Social affairs - economics",0,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"M","2020元旦火车票开售","Social affairs",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"M","上海迪士尼乐园启用X光机安检","Social affairs",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"M","日本公司禁止舔手指翻纸","International news (non-China)",1,0,0,0,"","","International news",0
"12/3/2019",2019,12,3,"M","6省份月最低工资标准超2000元","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"M","印度毒泡沫海滩","International news (non-China)",1,0,0,0,"","","International news",0
"12/3/2019",2019,12,3,"M","暴风集团称公司仅剩10余人","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"M","沈阳居民楼大火","Social affairs - disaster",1,0,0,2,"1&2","","Social issues",1
"12/3/2019",2019,12,3,"M","特朗普竞选团队封杀彭博社","International news (non-China)",1,0,0,0,"","","International news",0
"12/3/2019",2019,12,3,"M","北京冬奥会志愿者招募12月5日启动","Social affairs",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"M","李洪元回应华为声明","Social affairs - economics",1,0,1,0,"","","Social issues",0
"12/3/2019",2019,12,3,"M","院士将10亿专利无偿送给农民","Role model",1,0,0,0,"","","Flattering news",0
"12/3/2019",2019,12,3,"E","猪肉价格又降了","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"E","许村印染厂","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"E","现在的餐饮业有多努力","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"E","中疾控报告披露鼠疫患者细节","Social affairs - disaster",1,1,0,0,"","","Social issues",1
"12/3/2019",2019,12,3,"E","6省份月最低工资标准超2000元","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/3/2019",2019,12,3,"E","特区政府配合跟进反制美国措施","Hong Kong",1,0,0,0,"","","International news",0
"12/3/2019",2019,12,3,"E","26岁女教师坠亡事件复议结果","Social affairs",0,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"M","人民日报批弹窗广告","Social affairs",1,1,0,0,"","","Social issues",1
"12/4/2019",2019,12,4,"M","广州地陷3名失联人员身份确认","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"M","近百香港市民赴美领馆抗议","Hong Kong",1,0,0,0,"","","International news",0
"12/4/2019",2019,12,4,"M","马云呼吁改变教育前先改革考试","Social affairs",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"M","央视主播喊话香港学学澳门","Hong Kong",1,1,0,0,"","","International news",1
"12/4/2019",2019,12,4,"M","浙江海宁污水罐体坍塌已致7死","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"M","美国高中生持武器与校警对峙","International news (non-China)",1,0,0,0,"","","International news",0
"12/4/2019",2019,12,4,"M","美众议院发布弹劾特朗普调查报告","International news (non-China)",1,0,0,0,"","","International news",0
"12/4/2019",2019,12,4,"M","珍珠价格连续三年上涨","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"M","央视主播说美国一些组织不能惯","International affairs (China-US)",1,1,0,0,"","","International news",1
"12/4/2019",2019,12,4,"M","OECD教育主席夸中国学生","Role model",1,0,0,0,"","","Flattering news",0
"12/4/2019",2019,12,4,"M","日本立法禁止家长体罚孩子","International news (non-China)",1,0,0,0,"","","International news",0
"12/4/2019",2019,12,4,"E","四川宣布全省取缔P2P","Social affairs - local policy ",1,0,0,0,"","","Social policy",0
"12/4/2019",2019,12,4,"E","湖南浏阳烟花厂爆炸","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"E","农村学校食堂不得对外承包","Social affairs - local policy ",1,0,0,0,"","","Social policy",0
"12/4/2019",2019,12,4,"E","成都银杏","Social affairs",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"E","东京30年内发生大地震几率达70%","International news (non-China)",1,0,0,0,"","","International news",0
"12/4/2019",2019,12,4,"E","杭州4000万豪宅被查封","Social affairs",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"E","韩国技术人才被中国公司挖走","Social affairs",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"E","国家反恐办就美涉疆法案答记者问","International affairs (China related)",1,1,0,0,"","","International news",1
"12/4/2019",2019,12,4,"E","被顶替工作23年民工拒绝和解","Social scandal",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"E","顶替退伍军人工作者已停职","Social scandal",1,0,0,0,"","","Social issues",0
"12/4/2019",2019,12,4,"E","央视主播喊话香港学学澳门","Hong Kong",0,1,0,0,"","","International news",1
"12/5/2019",2019,12,5,"M","唐山地震电视弹出预警","Social affairs - disaster",1,0,0,1,"1","","Social issues",1
"12/5/2019",2019,12,5,"M","100款违法违规APP下架整改","Social affairs - consumer rights",1,0,0,0,"","","Social issues",0
"12/5/2019",2019,12,5,"M","广州地陷失联者家属讲述","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/5/2019",2019,12,5,"M","昆明下雪","Social affairs - environment",1,0,0,1,"1","","Soft news",1
"12/5/2019",2019,12,5,"M","北京震感","Social affairs - disaster",0,0,0,0,"","","Social issues",0
"12/5/2019",2019,12,5,"M","四川宜宾五粮液机场通航","Social affairs",1,0,0,0,"","","Social issues",0
"12/5/2019",2019,12,5,"M","特朗普称特鲁多是两面派","International affairs (non-China)",1,0,0,0,"","","International news",0
"12/5/2019",2019,12,5,"M","天津震感","Social affairs - disaster",0,0,0,0,"","","Social issues",0
"12/5/2019",2019,12,5,"M","韩国20岁年龄段6成人不想生娃","International news (non-China)",1,0,0,0,"","","International news",0
"12/5/2019",2019,12,5,"M","洛阳20岁女孩失联","Crime & court",1,0,0,0,"","","Crime & court",0
"12/5/2019",2019,12,5,"M","云南老人斗舞式文骂","Social affairs",1,0,0,0,"","","Social issues",0
"12/5/2019",2019,12,5,"E","水滴筹创始人致歉","Social scandal",0,0,1,0,"","","Social issues",0
"12/5/2019",2019,12,5,"E","2023年底基本完成国家文化公园建设","Achievements",1,0,0,0,"","","Flattering news",0
"12/5/2019",2019,12,5,"E","外交部评美国一年580家农场破产","International news (non-China)",1,1,0,0,"","","International news",1
"12/5/2019",2019,12,5,"E","外交部回应北约峰会未将中国定为威胁","International affairs (China related)",1,1,1,0,"","","International news",1
"12/5/2019",2019,12,5,"E","孙杨事件视频第3波","Social affairs - celebrity",0,0,0,0,"","","Soft news",0
"12/6/2019",2019,12,6,"M","特朗普回应总统弹劾条款","International news (non-China)",1,0,0,0,"","","International news",0
"12/6/2019",2019,12,6,"M","人民日报评明星人设","Social affairs",1,1,0,0,"","","Social issues",1
"12/6/2019",2019,12,6,"M","横店影视基地开机率下降","Social affairs - economics",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"M","深圳中小学资料涉性别歧视","Social scandal",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"M","外交部评美国一年580家农场破产","International news (non-China)",0,1,0,0,"","","International news",1
"12/6/2019",2019,12,6,"M","北京冬奥会冬残奥会志愿者招募","Social affairs",0,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"M","东京奥运圣火传递起点辐射超标","Social affairs",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"M","网上看病能信吗","Social affairs",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"M","吹哨人","Social affairs",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"M","南京一高校被指强制晨跑","Social affairs",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"M","水滴筹创始人致歉","Social scandal",0,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"E","上海迪士尼调整票价","Social affairs",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"E","新疆反恐纪录片","Social affairs",1,1,0,0,"","","Social issues",1
"12/6/2019",2019,12,6,"E","一根香蕉卖12万美元","Bizzare",1,0,0,0,"","","Soft news",0
"12/6/2019",2019,12,6,"E","兰州一研究所回应多人疑染人畜共患病","Social affairs - disaster",1,0,1,0,"","","Social issues",0
"12/6/2019",2019,12,6,"E","上财教授钱逢胜","Social scandal",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"E","广东佛山山火","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/6/2019",2019,12,6,"E","时速600公里磁悬浮真车首亮相","Achievements",1,0,0,0,"","","Flattering news",0
"12/6/2019",2019,12,6,"E","首列wifi全覆盖和谐号动车组上线运营","Achievements",1,0,0,0,"","","Flattering news",0
"12/6/2019",2019,12,6,"E","日本东京房价收入比达13.3倍","International news (non-China)",1,0,0,0,"","","International news",0
"12/6/2019",2019,12,6,"E","洛阳20岁失联女孩已遇害","Crime & court",0,0,1,0,"","","Crime & court",0
"12/6/2019",2019,12,6,"E","中国成功研制世界最高磁场超导磁体","Achievements",1,0,0,0,"","","Flattering news",0
"12/6/2019",2019,12,6,"E","沈阳居民楼大火系因住户插排故障","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/7/2019",2019,12,7,"M","香港警务处处长邓炳强天安门看升旗","Patriotic acts/festivals",1,0,0,0,"","","Flattering news",0
"12/7/2019",2019,12,7,"M","涉性别歧视中小学资料被回收","Social scandal",0,0,1,0,"","","Social issues",0
"12/7/2019",2019,12,7,"M","上海财经大学回应疑性骚扰事件","Social scandal",0,0,1,0,"","","Social issues",0
"12/7/2019",2019,12,7,"M","为什么包邮区会下大雪","Social affairs - environment",1,0,0,0,"","","Soft news",0
"12/7/2019",2019,12,7,"M","新疆反恐纪录片","Social affairs",0,1,0,0,"","","Social issues",1
"12/7/2019",2019,12,7,"M","美国佛州一海军基地突发枪击案","International news (non-China)",1,0,0,0,"","","International news",0
"12/7/2019",2019,12,7,"M","武汉取消年度落户数量限制","Social affairs - local policy ",1,0,0,0,"","","Social policy",0
"12/7/2019",2019,12,7,"M","百名火箭军女新兵宣誓入列","Role model",1,0,0,0,"","","Flattering news",0
"12/7/2019",2019,12,7,"M","神木被害少女母亲欲申请抗诉","Crime & court",1,0,0,0,"","","Crime & court",0
"12/7/2019",2019,12,7,"M","台州 雪","Social affairs - environment",1,0,0,0,"","","Soft news",0
"12/7/2019",2019,12,7,"M","2019中国内地票房破600亿","Social affairs - trends",1,0,0,0,"","","Soft news",0
"12/7/2019",2019,12,7,"E","失信人员冒名坐火车63次","Social scandal",1,0,0,0,"","","Social issues",0
"12/7/2019",2019,12,7,"E","CGTN揭露新疆暴恐幕后黑手","Social affairs",0,1,0,0,"","","Social issues",1
"12/7/2019",2019,12,7,"E","上财疑猥亵学生教授已停课","Social scandal",0,0,0,0,"","","Social issues",0
"12/7/2019",2019,12,7,"E","杨洁篪同美国国务卿蓬佩奥通电话","International affairs (China-US)",1,1,0,0,"","","International news",1
"12/7/2019",2019,12,7,"E","我国成功发射吉林一号高分02B卫星","Achievements",1,0,0,0,"","","Flattering news",0
"12/7/2019",2019,12,7,"E","CBA外援奏国歌未行注目礼被罚款","Social scandal",1,0,0,0,"","","Social issues",0
"12/8/2019",2019,12,8,"M","9岁中国女孩联合国演讲","Role model",1,0,0,0,"","","Flattering news",0
"12/8/2019",2019,12,8,"M","CGTN揭露新疆暴恐幕后黑手","Social affairs",0,1,0,0,"","","Social issues",1
"12/8/2019",2019,12,8,"M","云南一货车侧翻7死2伤","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/8/2019",2019,12,8,"M","北京铁路局2员工遭高铁撞轧身亡","Social affairs - disaster",1,0,0,0,"","","Social issues",0
"12/8/2019",2019,12,8,"M","杨洁篪同美国国务卿蓬佩奥通电话","International affairs (China-US)",1,1,0,0,"","","International news",1
"12/8/2019",2019,12,8,"M","陕西榆林警方悬赏5万追查嫌犯","Crime & court",1,0,0,0,"","","Crime & court",0
"12/8/2019",2019,12,8,"E","数千香港市民参与爱国护港集会","Hong Kong",0,0,0,0,"","","International news",0
"12/8/2019",2019,12,8,"E","世界最大印钞厂发出破产警告","International news (non-China)",1,0,0,0,"","","International news",0
"12/8/2019",2019,12,8,"E","维多利亚瀑布几近干涸","International news (non-China)",1,0,0,0,"","","International news",0
"12/8/2019",2019,12,8,"E","南京将投放1800吨储备冻猪肉","Social affairs - economics",1,0,0,0,"","","Social issues",0
