Time,Weibo,Weibo_id,Main_text,Original(0/1),Numbers_of_lilkes,Numbers_of_reposts,Number_of_comments,Training(0/1),Labels,Sublabels,Covid(0/1),Response(0/1)
1/16/2020,TrendingSearch,,为什么俄罗斯政府全体辞职,,114041,,, , , , , 
1/16/2020,TrendingSearch,,郑爽一家北京春晚彩排,,108645,,, , , , , 
1/16/2020,TrendingSearch,,普京提名俄新一届政府总理,,108114,,, , , , , 
1/16/2020,TrendingSearch,,树洞救援团一年半阻止1603次自杀,,107698,,, , , , , 
1/16/2020,TrendingSearch,,一线城市新房价格涨幅回落,,94041,,, , , , , 
1/16/2020,TrendingSearch,,等待春节放假的我,,92948,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,年夜饭饺子吃硬币的绝招,,92501,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,冰清玉洁,,92423,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,海王动画剧,,90847,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,怎样过年才有仪式感,,90119,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,Lucky长大了,,4870593,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,玛莎拉蒂司机下跪道歉遭拒,,2029499,,, , , , , 
1/16/2020,TrendingSearch,,绝代双骄,,1665163,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,张云雷 手术很顺利,,1660229,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,傅首尔 不要代表这个时代淘汰父母,,1588150,,, , , , , 
1/16/2020,TrendingSearch,,鹿晗生图,,1311640,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,央企已划1.1万亿元至社保,,1147052,,,1,Domestic_news,Current_affairs_economy,0,0
1/16/2020,TrendingSearch,,中国公民在曼谷机场遭搜身情况通报,,622399,,, , , , , 
1/16/2020,TrendingSearch,,江枫下线,,579706,,, , , , , 
1/16/2020,TrendingSearch,,成龙杨洋偷吃蛋糕,,547923,,, , , , , 
1/16/2020,TrendingSearch,,青你2选手证件照,,485761,,, , , , , 
1/16/2020,TrendingSearch,,普京任命梅德韦杰夫新职务,,482237,,,1,International_news,International_affairs_world,0,0
1/16/2020,TrendingSearch,,泰国机场遭强制搜身游客发声,,480304,,, , , , , 
1/16/2020,TrendingSearch,,朋友圈背景一束光,,472593,,, , , , , 
1/16/2020,TrendingSearch,,娜恩建厚弟弟出生,,466704,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,有一种尴尬叫做替别人尴尬,,459898,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,中国女排维权,,455284,,, , , , , 
1/16/2020,TrendingSearch,,发量多的人有多显小,,452106,,, , , , , 
1/16/2020,TrendingSearch,,高速服务区餐厅吃泡面被赶,,448553,,, , , , , 
1/16/2020,TrendingSearch,,吴亦凡冰川蓝镂空西装,,448471,,, , , , , 
1/16/2020,TrendingSearch,,三观不合的表现,,442624,,, , , , , 
1/16/2020,TrendingSearch,,淘宝账户被封980年,,419501,,, , , , , 
1/16/2020,TrendingSearch,,硬核老妈寄来666元包饺子套餐,,370811,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,消防员冒充孙子为老人送饭1095天,,321867,,, , , , , 
1/16/2020,TrendingSearch,,关晓彤鼠啃刘海,,321768,,, , , , , 
1/16/2020,TrendingSearch,,R1SE土味蹦迪,,321659,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,奇葩说,,321318,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,90后小伙和80岁大爷画年俗涂鸦,,296725,,, , , , , 
1/16/2020,TrendingSearch,,月亮耳骨钉,,287255,,, , , , , 
1/16/2020,TrendingSearch,,朱一龙说春晚比他想象的更难,,285477,,, , , , , 
1/16/2020,TrendingSearch,,FBI已成功解锁iPhone,,271998,,, , , , , 
1/16/2020,TrendingSearch,,女生化妆最难的步骤,,271691,,, , , , , 
1/16/2020,TrendingSearch,,俄国家杜马同意米舒斯京出任总理,,250557,,, , , , , 
1/16/2020,TrendingSearch,,东北洗浴中心,,243970,,, , , , , 
1/16/2020,TrendingSearch,,西宁地陷失联者或掉入防空洞,,242246,,, , , , , 
1/16/2020,TrendingSearch,,老师有多想让学生过好年,,239976,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,男孩吐槽好像放假的是我妈,,231520,,, , , , , 
1/16/2020,TrendingSearch,,高位截瘫患者用意念喝可乐,,205183,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,匿名群当众掉马甲,,189494,,, , , , , 
1/16/2020,TrendingSearch,,老年X教授万磁王亲吻,,179082,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,肖战白色枫叶毛衣,,163480,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/16/2020,TrendingSearch,,婚车停高速应急道等掉队车,,161638,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,刘老根3改档延期,,161472,,, , , , , 
1/16/2020,TrendingSearch,,看到女友卸妆后的体验,,148307,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,只有近视的人才懂的痛,,144075,,,1,Soft_news,Soft_news_casual,0,0
1/16/2020,TrendingSearch,,马云面试终极问题,,132738,,, , , , , 
1/16/2020,TrendingSearch,,醉驾玛莎拉蒂致2死案开庭,,128632,,,1,Domestic_news,Criminal&court,0,0
1/16/2020,TrendingSearch,,四川人民医院试点静脉支付,,127675,,, , , , , 
1/16/2020,TrendingSearch,,2019年赴港游客减少14.2%,,111205,,,1,Domestic_news,Current_affairs_trends,0,0
1/16/2020,TrendingSearch,,赵忠祥去世,,96982,,, , , , , 
1/17/2020,TrendingSearch,,宋威龙 赵佳丽,,2983185,,, , , , , 
1/17/2020,TrendingSearch,,中国大陆总人口突破14亿,,1090603,,, , , , , 
1/17/2020,TrendingSearch,,猫和老鼠 重新营业,,929071,,, , , , , 
1/17/2020,TrendingSearch,,全球最长蛋糕6.5公里,,915024,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/17/2020,TrendingSearch,,两名中国游客在冰岛意外身亡,,859461,,, , , , , 
1/17/2020,TrendingSearch,,E7ONE,,835225,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,小年,,801756,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,澳大利亚人雨中狂喜,,771847,,, , , , , 
1/17/2020,TrendingSearch,,我国人均GDP突破1万美元,,690204,,, , , , , 
1/17/2020,TrendingSearch,,央企已划1.1万亿元至社保,,484680,,,1,Domestic_news,Current_affairs_economy,0,0
1/17/2020,TrendingSearch,,Lucky长大了,,468129,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,中国人2019年网购花掉10万亿元,,352083,,, , , , , 
1/17/2020,TrendingSearch,,多家量子波动速读培训机构已被关停,,322211,,, , , , , 
1/17/2020,TrendingSearch,,玛莎拉蒂司机下跪道歉遭拒,,261606,,, , , , , 
1/17/2020,TrendingSearch,,沙漠雪海,,258514,,, , , , , 
1/17/2020,TrendingSearch,,苏格兰拟禁止少儿练头球,,235954,,,1,International_news,International_affairs_world,0,0
1/17/2020,TrendingSearch,,张云雷 手术很顺利,,234195,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,央视播新闻猝不及防变吃播,,233707,,, , , , , 
1/17/2020,TrendingSearch,,哇唧唧哇年会,,228504,,, , , , , 
1/17/2020,TrendingSearch,,林俊杰反向打卡粉丝,,223347,,, , , , , 
1/17/2020,TrendingSearch,,高校校长给留校学生发200红包,,217847,,, , , , , 
1/17/2020,TrendingSearch,,看到女友卸妆后的体验,,213462,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,偶遇5年前救亲人消防员下跪感恩,,212666,,, , , , , 
1/17/2020,TrendingSearch,,绝代双骄,,204470,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,川藏铁路有限公司成立,,173766,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,R1SE土味蹦迪,,154422,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,有一种尴尬叫做替别人尴尬,,147019,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,过年前夕心态的变化,,146688,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,澳洲成功抢救濒临灭绝树种,,140511,,,1,International_news,International_affairs_world,0,0
1/17/2020,TrendingSearch,,土耳其总统宣布向利比亚派兵,,136319,,,1,International_news,International_affairs_world,0,0
1/17/2020,TrendingSearch,,父母固执己见该反抗吗,,135498,,, , , , , 
1/17/2020,TrendingSearch,,三观不合的表现,,129394,,, , , , , 
1/17/2020,TrendingSearch,,钻石流苏高跟鞋,,129274,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,傅首尔 不要代表这个时代淘汰父母,,126841,,, , , , , 
1/17/2020,TrendingSearch,,2019年赴港游客减少14.2%,,110199,,,1,Domestic_news,Current_affairs_trends,0,0
1/17/2020,TrendingSearch,,吴亦凡冰川蓝镂空西装,,99427,,, , , , , 
1/17/2020,TrendingSearch,,电信回应携号转网交5万赔偿金,,94065,,, , , , , 
1/17/2020,TrendingSearch,,发量多的人有多显小,,91336,,, , , , , 
1/17/2020,TrendingSearch,,江枫下线,,83544,,, , , , , 
1/17/2020,TrendingSearch,,2019年处分省部级干部41人,,83530,,, , , , , 
1/17/2020,TrendingSearch,,匿名群当众掉马甲,,78619,,, , , , , 
1/17/2020,TrendingSearch,,娜恩建厚弟弟出生,,77753,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,高速服务区餐厅吃泡面被赶,,76953,,, , , , , 
1/17/2020,TrendingSearch,,硬核老妈寄来666元包饺子套餐,,69880,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,鹿晗生图,,66804,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,老师有多想让学生过好年,,66411,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,老年X教授万磁王亲吻,,62750,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,月亮耳骨钉,,61902,,, , , , , 
1/17/2020,TrendingSearch,,泫雅脏辫,,59190,,, , , , , 
1/17/2020,TrendingSearch,,寒假在家如何让父母满意,,58846,,, , , , , 
1/17/2020,TrendingSearch,,开车进故宫奔驰车主回应,,4221335,,,1,Domestic_news,Current_affairs_society&issues,0,1
1/17/2020,TrendingSearch,,魏大勋唱这个年纪,,1506736,,, , , , , 
1/17/2020,TrendingSearch,,寻找最美漫画脸,,1503300,,, , , , , 
1/17/2020,TrendingSearch,,张子枫艺考分数,,1163131,,, , , , , 
1/17/2020,TrendingSearch,,德云社封箱,,996434,,, , , , , 
1/17/2020,TrendingSearch,,腾讯10亿现金发视频红包,,915320,,, , , , , 
1/17/2020,TrendingSearch,,我国男性比女性多3049万,,915320,,, , , , , 
1/17/2020,TrendingSearch,,锦衣之下,,910383,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,醉驾玛莎拉蒂司机庭审痛哭,,910131,,,1,Domestic_news,Criminal&court,0,0
1/17/2020,TrendingSearch,,25名中国游客在尼泊尔车祸受轻伤,,910034,,, , , , , 
1/17/2020,TrendingSearch,,吴京把道具蛋糕给吃了,,909683,,, , , , , 
1/17/2020,TrendingSearch,,康辉朱广权尼格买提群口相声,,909564,,, , , , , 
1/17/2020,TrendingSearch,,火箭少女要嗨森歌词,,909149,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,2月起海外中国公民护照全球通办,,908894,,, , , , , 
1/17/2020,TrendingSearch,,eStar战胜FPX,,908494,,, , , , , 
1/17/2020,TrendingSearch,,第二批国家集中采购药品平均降幅53%,,908454,,, , , , , 
1/17/2020,TrendingSearch,,小年,,908170,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,生理上感到最痛的一次经历,,907839,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,何长工,,907662,,, , , , , 
1/17/2020,TrendingSearch,,花无缺上线,,788042,,, , , , , 
1/17/2020,TrendingSearch,,周震南新发型,,705162,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,故宫回应开车进入故宫事件,,699670,,, , , , , 
1/17/2020,TrendingSearch,,开奔驰进故宫空姐已从国航离职,,681568,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/17/2020,TrendingSearch,,露小宝LL,,678195,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,彭于晏吴世勋同框,,658050,,, , , , , 
1/17/2020,TrendingSearch,,PDD,,484168,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,张凯毅回来了,,429638,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,北京2月2日婚姻登记预约,,394246,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/17/2020,TrendingSearch,,其实2020年已经过完了,,393705,,, , , , , 
1/17/2020,TrendingSearch,,迪丽热巴少女感脏辫,,376163,,, , , , , 
1/17/2020,TrendingSearch,,搜救犬去看病搜出冬眠小乌龟,,374767,,, , , , , 
1/17/2020,TrendingSearch,,开车进故宫,,370474,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/17/2020,TrendingSearch,,宝宝周岁宴姥姥做出花式馒头,,363714,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,王旭东,,340800,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,当敖丙看到金箍棒,,293946,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,区委书记大会上怒斥干部,,274109,,,1,Flattering_news,Flatterning_news_achievement,0,0
1/17/2020,TrendingSearch,,姜子牙终极预告,,270814,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/17/2020,TrendingSearch,,你妈开始骂你了吗,,264258,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,小年夜,,257776,,, , , , , 
1/17/2020,TrendingSearch,,邓紫棋瞪裸纸象,,224778,,, , , , , 
1/17/2020,TrendingSearch,,寂寞的咖啡豆,,184039,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,公司年终奖发了个锤子,,172792,,, , , , , 
1/17/2020,TrendingSearch,,用到铁皮的彩妆,,153124,,, , , , , 
1/17/2020,TrendingSearch,,鞋子双肩包,,147832,,, , , , , 
1/17/2020,TrendingSearch,,压岁钱为什么只给小孩子,,144813,,, , , , , 
1/17/2020,TrendingSearch,,锦衣之下改名大赛,,134656,,, , , , , 
1/17/2020,TrendingSearch,,王哲林51分,,129841,,, , , , , 
1/17/2020,TrendingSearch,,蔡徐坤想拜师学扔纸飞机,,129490,,, , , , , 
1/17/2020,TrendingSearch,,新人起晚改坐动车回家结婚,,128971,,,1,Soft_news,Soft_news_casual,0,0
1/17/2020,TrendingSearch,,吉克隽逸开小号翻车,,107572,,, , , , , 
1/18/2020,TrendingSearch,,万人联名要求考拉迁入新西兰,,1430504,,, , , , , 
1/18/2020,TrendingSearch,,德云社封箱,,891571,,, , , , , 
1/18/2020,TrendingSearch,,乌克兰总统驳回总理辞呈,,561943,,, , , , , 
1/18/2020,TrendingSearch,,中国电竞人才缺口达50万,,557139,,, , , , , 
1/18/2020,TrendingSearch,,海平面上升印尼2座小岛消失,,481650,,,1,International_news,International_affairs_world,0,0
1/18/2020,TrendingSearch,,回家就带小黑瓶,,385118,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,西宁地面坍塌搜救停止,,356283,,, , , , , 
1/18/2020,TrendingSearch,,锦衣之下,,307206,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,两处世界自然遗产山火中被毁过半,,264852,,, , , , , 
1/18/2020,TrendingSearch,,快递营业场所等应全天候视频监控,,263212,,, , , , , 
1/18/2020,TrendingSearch,,新疆百里雾凇,,243089,,, , , , , 
1/18/2020,TrendingSearch,,武汉新增4例新型冠状病毒肺炎病例,,234557,,, , , , , 
1/18/2020,TrendingSearch,,日本开放部分福岛核禁区,,222686,,, , , , , 
1/18/2020,TrendingSearch,,魏大勋唱这个年纪,,222537,,, , , , , 
1/18/2020,TrendingSearch,,我国男性比女性多3049万,,222263,,, , , , , 
1/18/2020,TrendingSearch,,吴京把道具蛋糕给吃了,,222003,,, , , , , 
1/18/2020,TrendingSearch,,包20000饺子放操场速冻,,221817,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,韩国地铁今年将全部覆盖5G,,221585,,, , , , , 
1/18/2020,TrendingSearch,,芝士牛排背包,,221480,,, , , , , 
1/18/2020,TrendingSearch,,明天还上班,,221255,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,杭州明确教师平均工资将高于公务员,,220881,,, , , , , 
1/18/2020,TrendingSearch,,春节档电影齐开预售,,220681,,, , , , , 
1/18/2020,TrendingSearch,,电影中国女排改名,,220521,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,澳洲大火里的动物英雄,,220403,,, , , , , 
1/18/2020,TrendingSearch,,数码宝贝重启,,205829,,, , , , , 
1/18/2020,TrendingSearch,,你妈开始骂你了吗,,203580,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,花无缺上线,,201288,,, , , , , 
1/18/2020,TrendingSearch,,朴灿烈直播,,182471,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,西安大雾,,158300,,, , , , , 
1/18/2020,TrendingSearch,,我的发量分布情况,,157686,,, , , , , 
1/18/2020,TrendingSearch,,珍珠钻石妆容,,150387,,, , , , , 
1/18/2020,TrendingSearch,,生理上感到最痛的一次经历,,148938,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,搜救犬去看病搜出冬眠小乌龟,,135163,,, , , , , 
1/18/2020,TrendingSearch,,寂寞的咖啡豆,,130970,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,2月起海外中国公民护照全球通办,,119991,,, , , , , 
1/18/2020,TrendingSearch,,彭于晏吴世勋同框,,116888,,, , , , , 
1/18/2020,TrendingSearch,,周震南新发型,,108722,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,张凯毅回来了,,107426,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,陕西为缅甸修复佛塔,,105287,,, , , , , 
1/18/2020,TrendingSearch,,鼠年纪念币开始兑换,,103407,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/18/2020,TrendingSearch,,你妈过年烫头了吗,,100741,,, , , , , 
1/18/2020,TrendingSearch,,福斯影业改名,,98521,,, , , , , 
1/18/2020,TrendingSearch,,当敖丙看到金箍棒,,91689,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,PDD,,91080,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,宝宝周岁宴姥姥做出花式馒头,,78858,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,姜子牙终极预告,,77301,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,你如何看待穷游,,76803,,, , , , , 
1/18/2020,TrendingSearch,,其实2020年已经过完了,,76083,,, , , , , 
1/18/2020,TrendingSearch,,北京2月2日婚姻登记预约,,74584,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/18/2020,TrendingSearch,,女生有哪些奇妙的逻辑,,70528,,, , , , , 
1/18/2020,TrendingSearch,,李庚希跟徐峥要易烊千玺演唱会门票,,3565558,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,玛莎拉蒂案受害人妻子披露庭审细节,,2451814,,,1,Domestic_news,Criminal&court,0,0
1/18/2020,TrendingSearch,,2020中国年味地图,,2191942,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,李现李沁春晚后台合照,,1942260,,, , , , , 
1/18/2020,TrendingSearch,,雪莉哥哥ins,,1499590,,, , , , , 
1/18/2020,TrendingSearch,,陆绎八岁了,,1436632,,, , , , , 
1/18/2020,TrendingSearch,,詹青云 BBking,,1137044,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,澳大利亚水火两重天,,833200,,, , , , , 
1/18/2020,TrendingSearch,,又一考拉栖息岛山火失控,,761878,,, , , , , 
1/18/2020,TrendingSearch,,第二季大国外交最前线,,760667,,, , , , , 
1/18/2020,TrendingSearch,,邱晨读信,,759962,,, , , , , 
1/18/2020,TrendingSearch,,王俊凯自己开车参加春晚联排,,758804,,, , , , , 
1/18/2020,TrendingSearch,,日航波音787驾驶舱玻璃开裂,,758357,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/18/2020,TrendingSearch,,奇葩说总决赛,,757102,,, , , , , 
1/18/2020,TrendingSearch,,孙杨200米自由泳夺金,,756259,,, , , , , 
1/18/2020,TrendingSearch,,考拉被雨淋了,,754606,,, , , , , 
1/18/2020,TrendingSearch,,女生遭性侵毁尸案被告获死缓,,753641,,,1,Domestic_news,Criminal&court,0,0
1/18/2020,TrendingSearch,,重庆景区让肥猪蹦极,,752444,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/18/2020,TrendingSearch,,新闻联播延时,,751372,,, , , , , 
1/18/2020,TrendingSearch,,女生过年三件套,,671098,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,徐峥模仿卡姆,,591927,,, , , , , 
1/18/2020,TrendingSearch,,人民日报评开车进故宫,,591805,,, , , , , 
1/18/2020,TrendingSearch,,3D还原女子开车穿越故宫全程,,591563,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/18/2020,TrendingSearch,,肖战 不骄不躁戒熬夜,,590841,,, , , , , 
1/18/2020,TrendingSearch,,南京城墙灯会再现金陵盛景,,444501,,, , , , , 
1/18/2020,TrendingSearch,,阅文盛典,,438058,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,裴秀智活动新闻图,,435363,,, , , , , 
1/18/2020,TrendingSearch,,吐槽大会,,420627,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/18/2020,TrendingSearch,,世界上最矮的人去世,,347540,,, , , , , 
1/18/2020,TrendingSearch,,2020中缅文化旅游年,,321823,,, , , , , 
1/18/2020,TrendingSearch,,公司让业绩不达标男员工穿丝袜跳舞,,311062,,, , , , , 
1/18/2020,TrendingSearch,,走路时候不要玩手机,,310625,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,伊朗愿和欧洲协商伊核协议,,302970,,, , , , , 
1/18/2020,TrendingSearch,,女大学生毕业后收养100多只流浪猫,,301655,,, , , , , 
1/18/2020,TrendingSearch,,张韶涵上海演唱会,,267331,,, , , , , 
1/18/2020,TrendingSearch,,大年初一预售票房破亿,,253790,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,ZICO AnySong舞蹈,,242793,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,赵胤胤 好笑,,232291,,, , , , , 
1/18/2020,TrendingSearch,,手机里舍不得删的糊照,,221858,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,李易峰侧颜生图,,211562,,, , , , , 
1/18/2020,TrendingSearch,,宋茜端着盆喝汤,,203772,,, , , , , 
1/18/2020,TrendingSearch,,欧阳娜娜齐刘海大片,,200083,,, , , , , 
1/18/2020,TrendingSearch,,北方发红包真的很大吗,,179692,,, , , , , 
1/18/2020,TrendingSearch,,情侣扎堆预约20200202结婚登记,,169795,,, , , , , 
1/18/2020,TrendingSearch,,春晚第三次联排,,156129,,, , , , , 
1/18/2020,TrendingSearch,,剧中吃饭最香的明星,,154116,,, , , , , 
1/18/2020,TrendingSearch,,5代人接力喊妈妈,,151975,,,1,Soft_news,Soft_news_casual,0,0
1/18/2020,TrendingSearch,,为逃避结婚偷东西进警局避风头,,147885,,, , , , , 
1/18/2020,TrendingSearch,,武汉病毒性肺炎5大谣言,,124106,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/18/2020,TrendingSearch,,BLG RNG,,111063,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/19/2020,TrendingSearch,,张若昀 起床铃声,,2078208,,, , , , , 
1/19/2020,TrendingSearch,,售票员90分钟画807个接点示意图,,1185134,,, , , , , 
1/19/2020,TrendingSearch,,任达华近况,,1126318,,, , , , , 
1/19/2020,TrendingSearch,,王鸥 回眸,,1103814,,, , , , , 
1/19/2020,TrendingSearch,,LV总裁成全球新首富,,922205,,, , , , , 
1/19/2020,TrendingSearch,,小考拉渴到舔地上雨水,,867548,,, , , , , 
1/19/2020,TrendingSearch,,毒皇后人设崩塌现场,,792649,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/19/2020,TrendingSearch,,二代征信报告未纳入个人水电费,,618773,,, , , , , 
1/19/2020,TrendingSearch,,29省份公布2020年GDP目标,,599088,,,1,Domestic_news,Current_affairs_trends,0,0
1/19/2020,TrendingSearch,,为何会出现反向春运现象,,519721,,,1,Soft_news,Soft_news_casual,0,0
1/19/2020,TrendingSearch,,王一博跑着跟工作人员击掌,,517505,,, , , , , 
1/19/2020,TrendingSearch,,武汉新增17例新型冠状病毒肺炎病例,,514715,,, , , , , 
1/19/2020,TrendingSearch,,哈里梅根将放弃王室头衔,,512529,,, , , , , 
1/19/2020,TrendingSearch,,中科院木兰编程语言开发者道歉,,508934,,, , , , , 
1/19/2020,TrendingSearch,,陆绎八岁了,,506137,,, , , , , 
1/19/2020,TrendingSearch,,央美要求曝光性骚扰的学生删帖,,501967,,, , , , , 
1/19/2020,TrendingSearch,,周杰伦生日派对现场照,,500640,,,1,Soft_news,Soft_news_celebrity&social,0,0
1/19/2020,TrendingSearch,,最容易被亲戚误解的专业,,498888,,, , , , , 
1/19/2020,TrendingSearch,,穷人追求的精致生活,,431606,,, , , , , 
1/19/2020,TrendingSearch,,想见你,,379704,,,1,Soft_news,Soft_news_casual,0,0
1/19/2020,TrendingSearch,,钟楚曦纯白系带裙,,361041,,, , , , , 
1/19/2020,TrendingSearch,,美夫妇高速追逐绑架犯救女童,,311796,,, , , , , 
1/19/2020,TrendingSearch,,唐探3预售首日破亿,,269429,,, , , , , 
1/19/2020,TrendingSearch,,重庆景区让肥猪蹦极,,245022,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/19/2020,TrendingSearch,,过年前最后5天,,236565,,,1,Soft_news,Soft_news_casual,0,0
1/19/2020,TrendingSearch,,徐峥吐槽郭京飞,,231828,,, , , , , 
1/19/2020,TrendingSearch,,李宇春 给女孩,,230662,,, , , , , 
1/19/2020,TrendingSearch,,3D还原女子开车穿越故宫全程,,225668,,,1,Domestic_news,Current_affairs_society&issues,0,0
1/19/2020,TrendingSearch,,一张证明回家过年的照片,,182562,,, , , , , 
1/19/2020,TrendingSearch,,业绩没达标在年会上爬三圈,,178430,,, , , , , 
