Date,Source,Content,Label_chinese,Labels_original,Labels_4classes,新冠（0/1）,回应（0/1）
9/20/2020,Trending Search,94岁哥哥与88岁妹妹吵架离家出走,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
6/26/2020,Trending Search,金晨好美,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
9/28/2020,Trending Search,阿塞拜疆多个地区进入战时状态,国际新闻,International_affairs_world,International_news,,
5/21/2020,Trending Search,每一帧都是屏保的大美中国,软新闻-休闲,Soft_news_casual,Soft_news,,
6/18/2020,Trending Search,宁静 生怕那个姐姐不爱我了,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/4/2020,Trending Search,满洲里公布一新冠确诊患者乘公交轨迹,社会热点-趋势,Current_affairs_trends,Domestic_news,,
7/28/2020,Trending Search,薇娅直播,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
1/20/2020,Trending Search,央视春晚第四次联排,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
11/13/2020,Trending Search,1分钟说房产,软新闻-休闲,Soft_news_casual,Soft_news,,
2/21/2020,Trending Search,湖北已经核减病例必须全部加回,社会热点-趋势,Current_affairs_trends,Domestic_news,1,
10/12/2020,Trending Search,易烊千玺 有流量这个标签不用撕掉,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
5/14/2020,Trending Search,白宫使用的检测装置经常出现错诊,国际新闻,International_affairs_world,International_news,,
10/19/2020,Trending Search,二十多岁的真正状态,软新闻-休闲,Soft_news_casual,Soft_news,,
1/14/2020,Trending Search,阿云嘎 不能跟战战一起坐飞机了,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/1/2020,Trending Search,CNN女记者直播节目中被抢劫,国际新闻,International_affairs_world,International_news,,
3/23/2020,Trending Search,中国向柬埔寨派遣医疗专家组,中外新闻,International_affairs_china_related,International_news,,
6/2/2020,Trending Search,美抗议活动或致新一轮新冠疫情高峰,国际新闻,International_affairs_world,International_news,1,
1/5/2020,Trending Search,花重金买的却闲置的东西,软新闻-休闲,Soft_news_casual,Soft_news,,
3/7/2020,Trending Search,SpaceX国际空间站双飞10日游,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
12/3/2020,Trending Search,COSMO盛典,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/18/2020,Trending Search,鹿晗演技,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/31/2019,Trending Search,德国柏林市中心发生枪击案,国际新闻,International_affairs_world,International_news,,
4/4/2020,Trending Search,愿山河无恙,软新闻-休闲,Soft_news_casual,Soft_news,,
12/21/2020,Trending Search,邓伦手机字号像老人机,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/31/2020,Trending Search,北京彩虹,软新闻-休闲,Soft_news_casual,Soft_news,,
6/17/2020,Trending Search,日本仙台上空出现白色不明球体,国际新闻,International_affairs_world,International_news,,
8/29/2020,Trending Search,邓伦又当伴郎了,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
9/2/2020,Trending Search,TCL大股东误操作卖出500万股,社会热点-经济,Current_affairs_economy,Domestic_news,,
2/6/2020,Trending Search,国家邮政局呼吁让快递员进小区,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
10/20/2020,Trending Search,北京新增1例境外输入确诊,社会热点-趋势,Current_affairs_trends,Domestic_news,,
10/15/2020,Trending Search,英国利物浦二次封城前夜群众狂欢,国际新闻,International_affairs_world,International_news,,
5/23/2020,Trending Search,美国新冠肺炎确诊病例超159万,国际新闻,International_affairs_world,International_news,1,
3/29/2020,Trending Search,罗永浩回应做主播赚钱还债,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,1
6/15/2020,Trending Search,钟南山李兰娟张文宏禁毒宣传片,政绩类-爱国/节日/成就/模范,Flatterning_news_achievement,Flattering_news,,
6/22/2020,Trending Search,丁禹兮撩郑乃馨头纱,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/11/2020,Trending Search,美政府考虑阻止部分美国人入境,国际新闻,International_affairs_world,International_news,,
9/20/2020,Trending Search,布布 Nikki,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/17/2020,Trending Search,湖北恩施城区大面积被淹,社会热点-灾难,Current_affairs_disasters,Domestic_news,,
7/27/2020,Trending Search,刘诗诗背影照,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/12/2020,Trending Search,惊雷原唱回应杨坤,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,1
10/20/2020,Trending Search,坚果手机发布会,软新闻-休闲,Soft_news_casual,Soft_news,,
6/13/2020,Trending Search,教育部要求严格国际学生申请资格,政府政策,Government_policy,Domestic_news,,
9/13/2020,Trending Search,用口罩做的小裙子,软新闻-休闲,Soft_news_casual,Soft_news,,
5/30/2020,Trending Search,数十个美国城市爆发示威,国际新闻,International_affairs_world,International_news,,
11/20/2020,Trending Search,华彩少年选手简历,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/29/2020,Trending Search,关晓彤配音三十而已,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/20/2020,Trending Search,迪士尼本周起停止支付10万余员工薪水,社会热点-经济,Current_affairs_economy,Domestic_news,,
2/3/2020,Trending Search,宝石gem回应野狼disco涉侵权,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,1
2/9/2020,Trending Search,陶红,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
2/26/2020,Trending Search,荆门市委书记市长被予以诫勉,政绩类-爱国/节日/成就/模范,Flatterning_news_achievement,Flattering_news,,
7/24/2020,Trending Search,国务院要求实行传染病报告首诊负责制,政府政策,Government_policy,Domestic_news,,
8/30/2020,Trending Search,十五年前的华语乐坛,软新闻-休闲,Soft_news_casual,Soft_news,,
12/15/2019,Trending Search,东契奇崴脚,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/25/2020,Trending Search,北京人艺回应宋丹丹退休,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,1
4/18/2020,Trending Search,袁咏仪在线辟谣,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
10/12/2020,Trending Search,北京医保门急诊支付限额升至4500元,社会热点-趋势,Current_affairs_trends,Domestic_news,,
11/16/2019,Trending Search,芭莎合影没人敢站C位,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/17/2019,Trending Search,林更新方否认新恋情,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
10/21/2020,Trending Search,吴佩慈否认纪晓波被追债,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
10/31/2020,Trending Search,2020年只剩2个月,软新闻-休闲,Soft_news_casual,Soft_news,,
4/9/2020,Trending Search,山东理工大学回应学生虐猫,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,1
12/16/2019,Trending Search,鹤唳华亭,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
11/24/2020,Trending Search,河南一家6口被杀案凶手仍未落网,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
4/8/2020,Trending Search,杨超越 仙女的脚不会臭,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/6/2020,Trending Search,春熙路持刀男子有精神疾病史,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
10/6/2020,Trending Search,法网2020,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/22/2020,Trending Search,加拿大所谓司法独立完全是双重标准,国际新闻,International_affairs_world,International_news,,
1/17/2020,Trending Search,土耳其总统宣布向利比亚派兵,国际新闻,International_affairs_world,International_news,,
1/6/2020,Trending Search,小寒,软新闻-休闲,Soft_news_casual,Soft_news,,
8/2/2020,Trending Search,7岁女童商场偷拿玩具亲妈报警,软新闻-休闲,Soft_news_casual,Soft_news,,
10/16/2020,Trending Search,中国驻意大利使馆发布紧急提示,国际新闻,International_affairs_world,International_news,,
4/11/2020,Trending Search,特朗普签令惩罚拒绝本国公民离美国家,国际新闻,International_affairs_world,International_news,,
2/27/2020,Trending Search,味道奇怪但好吃的食物,软新闻-休闲,Soft_news_casual,Soft_news,,
9/25/2020,Trending Search,哈尔滨复阳无症状感染者轨迹公布,社会热点-趋势,Current_affairs_trends,Domestic_news,,
9/22/2020,Trending Search,学校消防安全公开课,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
1/29/2020,Trending Search,李文亮,政绩类-爱国/节日/成就/模范,Flatterning_news_achievement,Flattering_news,,
7/13/2020,Trending Search,美国男子故意参加新冠聚会染病丧命,国际新闻,International_affairs_world,International_news,,
9/23/2020,Trending Search,黄渤打张艺兴像训孩子,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/28/2020,Trending Search,不想混这个圈了,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/27/2020,Trending Search,学生错峰排队上厕所像进考场,软新闻-休闲,Soft_news_casual,Soft_news,,
1/22/2020,Trending Search,广东打击哄抬口罩价格行为,政府政策,Government_policy,Domestic_news,,
11/26/2019,Trending Search,胡浩天好帅,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
3/16/2020,Trending Search,汤姆汉克斯,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/20/2020,Trending Search,成毅破碎感,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/14/2019,Trending Search,初二学生英语达大学六级水平,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
11/19/2019,Trending Search,黄之锋申请更改保释条件被拒,中外新闻,International_affairs_china_related,International_news,,
11/15/2020,Trending Search,抖音推荐,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/16/2020,Trending Search,公司回应经期被罚吃辣条事件,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,1
5/16/2020,Trending Search,31省区市新增13例无症状感染者,社会热点-趋势,Current_affairs_trends,Domestic_news,,
5/28/2020,Trending Search,荔枝的正确打开方式,软新闻-休闲,Soft_news_casual,Soft_news,,
8/12/2020,Trending Search,哈尔滨市区共享单车坟场,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
2/22/2020,Trending Search,糖炒圣女果,软新闻-休闲,Soft_news_casual,Soft_news,,
8/13/2020,Trending Search,马布里毒奶,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/6/2020,Trending Search,3个月用粉笔画32米清明上河图,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
8/15/2020,Trending Search,张艺兴选人策略,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/9/2020,Trending Search,全美共发现超33.8万名儿童感染新冠,国际新闻,International_affairs_world,International_news,,
8/19/2020,Trending Search,哈利波特1全球票房破10亿美元,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/30/2020,Trending Search,EXO投票,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/8/2020,Trending Search,周杰伦新歌前奏,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/4/2020,Trending Search,香港特区暂停港新移交逃犯协定,中外新闻,International_affairs_china_related,International_news,,
2/10/2020,Trending Search,全国累计确诊40171例新冠肺炎,社会热点-趋势,Current_affairs_trends,Domestic_news,,
2/8/2020,Trending Search,澳大利亚山火后遗症,国际新闻,International_affairs_world,International_news,,
5/13/2020,Trending Search,徽柔出嫁,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/4/2020,Trending Search,当刑警路遇戴口罩逃犯,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
5/24/2020,Trending Search,说白了你敢吗,软新闻-休闲,Soft_news_casual,Soft_news,,
6/21/2020,Trending Search,私生饭围堵小区邻居苦不堪言,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/20/2020,Trending Search,江南百景图,软新闻-休闲,Soft_news_casual,Soft_news,,
1/31/2020,Trending Search,安徽新增37例新型肺炎,社会热点-趋势,Current_affairs_trends,Domestic_news,,
4/12/2020,Trending Search,木里火灾系11岁男孩点燃松针引发,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
2/6/2020,Trending Search,天天向上,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
9/26/2020,Trending Search,乌克兰军机坠毁前致命瞬间,国际新闻,International_affairs_world,International_news,,
5/9/2020,Trending Search,张萌 女团太惨了,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
3/17/2020,Trending Search,明日方舟更新,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
11/15/2020,Trending Search,武汉大学教授16年无偿献血200次,政绩类-爱国/节日/成就/模范,Flatterning_news_achievement,Flattering_news,,
7/29/2020,Trending Search,爱奇艺尖叫之夜取消,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
10/8/2020,Trending Search,谢霆锋给了曹杨两颗星,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/30/2020,Trending Search,学霸宅家作息表,软新闻-休闲,Soft_news_casual,Soft_news,,
7/1/2020,Trending Search,教室看书老爷爷收到网友寄的书,软新闻-休闲,Soft_news_casual,Soft_news,,
5/26/2020,Trending Search,外交部回应安倍称新冠从中国扩散,中外新闻,International_affairs_china_related,International_news,,1
7/6/2020,Trending Search,上海暴雨,软新闻-休闲,Soft_news_casual,Soft_news,,
9/8/2020,Trending Search,外交部驳斥美称中国操纵湄公河水资源,中外新闻,International_affairs_china_related,International_news,,
11/21/2020,Trending Search,浙江绍兴鉴湖景园核酸检测5210人阴性,社会热点-趋势,Current_affairs_trends,Domestic_news,,
7/2/2020,Trending Search,朱朝阳古装,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
2/3/2020,Trending Search,湖北慈善总会公示捐赠物资,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
10/22/2020,Trending Search,印度村民喝污水度日,国际新闻,International_affairs_world,International_news,,
3/19/2020,Trending Search,世卫回应特朗普称新冠病毒为中国病毒,中外新闻,International_affairs_china_related,International_news,,1
11/9/2020,Trending Search,江苏省考,软新闻-休闲,Soft_news_casual,Soft_news,,
6/21/2020,Trending Search,北京协和建成核酸采样方舱,政绩类-爱国/节日/成就/模范,Flatterning_news_achievement,Flattering_news,,
12/6/2019,Trending Search,2019年沙雕新闻,软新闻-休闲,Soft_news_casual,Soft_news,,
3/3/2020,Trending Search,刘真,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/21/2020,Trending Search,福奇告诉孩子圣诞老人已打过疫苗,国际新闻,International_affairs_world,International_news,1,
12/19/2020,Trending Search,2020你的圣诞定制款,软新闻-休闲,Soft_news_casual,Soft_news,,
2/11/2020,Trending Search,宅在家里很焦虑怎么办,软新闻-休闲,Soft_news_casual,Soft_news,,
3/27/2020,Trending Search,鹿晗黄子韬同框搞怪,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/26/2020,Trending Search,北京昌平区出现首例确诊,社会热点-趋势,Current_affairs_trends,Domestic_news,,
6/13/2020,Trending Search,弗洛伊德,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
5/3/2020,Trending Search,郑州40.8度追平当地5月高温纪录,社会热点-趋势,Current_affairs_trends,Domestic_news,,
1/5/2020,Trending Search,卢靖姗旁观韩庚拍吻戏,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
2/27/2020,Trending Search,湖北彻查刑释确诊人员离汉抵京,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
4/6/2020,Trending Search,意大利疫情趋缓,国际新闻,International_affairs_world,International_news,1,
10/7/2020,Trending Search,白宇撞脸熊出没,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/3/2020,Trending Search,神州租车暴跌,社会热点-经济,Current_affairs_economy,Domestic_news,,
8/31/2020,Trending Search,谢嘉怡香港小姐冠军,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
11/26/2019,Trending Search,新人用汉服照登记结婚被拒,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
2/5/2020,Trending Search,戳爷 布布,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/15/2020,Trending Search,iG处罚南风,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
10/9/2020,Trending Search,网购生鲜冰袋处理成难题,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
9/23/2020,Trending Search,左脚变形跳舞女孩手术成功,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
11/3/2020,Trending Search,美国单日新增新冠确诊超8.1万例,国际新闻,International_affairs_world,International_news,,
5/18/2020,Trending Search,美股,国际新闻,International_affairs_world,International_news,,
7/10/2020,Trending Search,2岁连体双胞胎在意大利成功分离,国际新闻,International_affairs_world,International_news,,
11/19/2019,Trending Search,黄晓明主持金鸡奖开幕式,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/7/2019,Trending Search,关晓彤哭戏,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/28/2020,Trending Search,饮料巨头打响冬季热饮战,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
4/9/2020,Trending Search,青春有你排名,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
11/22/2019,Trending Search,婴儿灭霸,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
2/9/2020,Trending Search,物业不让医务人员进小区被责令纠正,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
12/16/2019,Trending Search,国足不敌韩国,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/2/2020,Trending Search,长歌行预告,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
5/8/2020,Trending Search,因演技而被重新认识的演员,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/23/2020,Trending Search,高考分数线,软新闻-休闲,Soft_news_casual,Soft_news,,
5/22/2020,Trending Search,为什么2020没提出全年经济增速目标,社会热点-趋势,Current_affairs_trends,Domestic_news,,
11/28/2019,Trending Search,潜在抑郁症有哪些表现,软新闻-休闲,Soft_news_casual,Soft_news,,
6/6/2020,Trending Search,我国近视人数已超6亿,社会热点-趋势,Current_affairs_trends,Domestic_news,,
8/7/2020,Trending Search,任嘉伦吃播,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/29/2020,Trending Search,成都14岁女生坠亡案嫌疑人被批捕,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
6/27/2020,Trending Search,许飞写的姐姐们,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
7/2/2020,Trending Search,字节跳动副总裁再吐槽腾讯,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/14/2019,Trending Search,分手后舍不得对方怎么办,软新闻-休闲,Soft_news_casual,Soft_news,,
4/18/2020,Trending Search,大量中国雇员滞留马尔代夫,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
4/29/2020,Trending Search,星空芋泥奶茶,软新闻-休闲,Soft_news_casual,Soft_news,,
1/19/2020,Trending Search,想见你,软新闻-休闲,Soft_news_casual,Soft_news,,
8/17/2020,Trending Search,四川局地特大暴雨,软新闻-休闲,Soft_news_casual,Soft_news,,
12/14/2019,Trending Search,误杀,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/19/2020,Trending Search,腊月红刺杀商细蕊,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/31/2019,Trending Search,假唱,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
3/25/2020,Trending Search,白鹿春日元气妆,软新闻-休闲,Soft_news_casual,Soft_news,,
5/14/2020,Trending Search,允许符合要求的美国大麦进口,中外新闻,International_affairs_china_related,International_news,,
6/24/2020,Trending Search,童话与现实的距离,软新闻-休闲,Soft_news_casual,Soft_news,,
12/17/2020,Trending Search,杨紫错说酒醉的蝴蝶,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
8/4/2020,Trending Search,罗霈颖去世,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/26/2020,Trending Search,刑法最新修改内容,政府政策,Government_policy,Domestic_news,,
5/6/2020,Trending Search,小学生世界名画仿拍秀,软新闻-休闲,Soft_news_casual,Soft_news,,
6/6/2020,Trending Search,刘梦否认来创3蹭流量,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
1/5/2020,Trending Search,让你难忘的电视剧台词,软新闻-休闲,Soft_news_casual,Soft_news,,
9/17/2020,Trending Search,詹姆斯连续16年入选最佳阵容,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
4/6/2020,Trending Search,瓜迪奥拉母亲因新冠去世,国际新闻,International_affairs_world,International_news,,
4/29/2020,Trending Search,BBC揭美猪肉加工厂超800人感染内情,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
3/18/2020,Trending Search,碟中谍7剧组复工,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/20/2020,Trending Search,于朦胧和杜淳掰手腕全程保持微笑,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
9/29/2020,Trending Search,击剑世界冠军体能测试出局,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
2/19/2020,Trending Search,朴振英腹肌 车银优腹肌,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
3/23/2020,Trending Search,边伯贤为N号房事件发声,国际新闻,International_affairs_world,International_news,,
12/20/2019,Trending Search,庆祝澳门回归祖国20周年大会,政绩类-爱国/节日/成就/模范,Flatterning_news_achievement,Flattering_news,,
12/14/2019,Trending Search,锦衣之下定档,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
1/20/2020,Trending Search,浙江发现5例武汉来浙并有发热等症状患者,社会热点-趋势,Current_affairs_trends,Domestic_news,,
10/20/2020,Trending Search,特朗普称福奇博士是灾难,国际新闻,International_affairs_world,International_news,,
10/22/2020,Trending Search,鹿晗关晓彤情侣帽,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/25/2020,Trending Search,美国新冠肺炎确诊超237万,国际新闻,International_affairs_world,International_news,,
10/24/2020,Trending Search,黄旭老婆,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
11/21/2019,Trending Search,90后老师的心态都是这样,软新闻-休闲,Soft_news_casual,Soft_news,,
12/15/2020,Trending Search,彭于晏意志力有多强,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/8/2020,Trending Search,何洛洛坐塌蛋糕,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/23/2020,Trending Search,英雄联盟,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/31/2020,Trending Search,成都首发病例或接触隔离点垃圾感染,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,1,
6/23/2020,Trending Search,养老金中央调剂超7000亿,社会热点-趋势,Current_affairs_trends,Domestic_news,,
9/7/2020,Trending Search,袁隆平号召更多年轻人从事现代农业,政绩类-爱国/节日/成就/模范,Flatterning_news_achievement,Flattering_news,,
9/26/2020,Trending Search,当武警特战队员偶遇藏族小学生,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
10/15/2020,Trending Search,58分钟生死通话,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
10/9/2020,Trending Search,中餐厅,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
10/30/2020,Trending Search,小KK怀孕,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
2/24/2020,Trending Search,天文学泰斗韩天芑感染新冠肺炎,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
10/30/2020,Trending Search,八组,软新闻-休闲,Soft_news_casual,Soft_news,,
5/18/2020,Trending Search,离婚的人为什么越来越多了,软新闻-休闲,Soft_news_casual,Soft_news,,
4/23/2020,Trending Search,创3学员亮相海报,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/20/2020,Trending Search,北京新增确诊22例,社会热点-趋势,Current_affairs_trends,Domestic_news,,
2/22/2020,Trending Search,派大星短裤,软新闻-休闲,Soft_news_casual,Soft_news,,
12/31/2020,Trending Search,你会从事新兴职业吗,软新闻-休闲,Soft_news_casual,Soft_news,,
1/17/2020,Trending Search,火箭少女要嗨森歌词,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
10/3/2020,Trending Search,赵薇 所有女演员都很难出头,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/20/2020,Trending Search,这是切到番茄的大动脉吗,软新闻-休闲,Soft_news_casual,Soft_news,,
11/15/2020,Trending Search,最帅电竞选手,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
9/15/2020,Trending Search,iPhone12,软新闻-休闲,Soft_news_casual,Soft_news,,
6/9/2020,Trending Search,今年208家房企破产,社会热点-经济,Current_affairs_economy,Domestic_news,,
12/13/2020,Trending Search,北京新增2例境外输入确诊病例,社会热点-趋势,Current_affairs_trends,Domestic_news,1,
3/20/2020,Trending Search,王子健向朱闪闪求婚,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
3/31/2020,Trending Search,许可馨,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
2/8/2020,Trending Search,湖北以外地区新增病例连降四天,社会热点-趋势,Current_affairs_trends,Domestic_news,1,
12/17/2020,Trending Search,周翡为四十八寨报仇,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
12/16/2020,Trending Search,对未来对象的三大要求,软新闻-休闲,Soft_news_casual,Soft_news,,
7/5/2020,Trending Search,35岁C罗创尤文59年新纪录,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
10/29/2020,Trending Search,G2签约NiKo,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
11/23/2019,Trending Search,口技牛人神还原语文课文,软新闻-休闲,Soft_news_casual,Soft_news,,
2/9/2020,Trending Search,最新疫情地图,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,1,
12/14/2020,Trending Search,纽约发生枪击案枪手朝警方开火,国际新闻,International_affairs_world,International_news,,
10/27/2020,Trending Search,为什么要吹我的U盘,软新闻-休闲,Soft_news_casual,Soft_news,,
8/11/2020,Trending Search,擅自穿越九寨沟被困6人获救后被罚,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
12/24/2020,Trending Search,微信推出微信豆,软新闻-休闲,Soft_news_casual,Soft_news,,
11/6/2020,Trending Search,内蒙古致32死瓦斯爆炸事故案32人获刑,社会热点-灾难,Current_affairs_disasters,Domestic_news,,
10/17/2020,Trending Search,养号平台2亿个QQ号供骗子选用,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
10/19/2020,Trending Search,河南抗癌7年女大学生卖花救母,社会热点-社会热点,Current_affairs_society&issues,Domestic_news,,
1/21/2020,Trending Search,口红充电宝,软新闻-休闲,Soft_news_casual,Soft_news,,
5/23/2020,Trending Search,澳大利亚夜空不明火球,国际新闻,International_affairs_world,International_news,,
3/20/2020,Trending Search,意大利华人挨家挨户送口罩,国际新闻,International_affairs_world,International_news,,
2/26/2020,Trending Search,日本未来两周暂停大型活动,国际新闻,International_affairs_world,International_news,,
2/11/2020,Trending Search,贺繁星元宋互怼,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/17/2020,Trending Search,林湘人设,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
3/25/2020,Trending Search,林凡,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
9/27/2020,Trending Search,小花生,软新闻-娱乐圈,Soft_news_celebrity&social,Soft_news,,
6/24/2020,Trending Search,外交部说望美方做好家庭作业别贻笑大方,中外新闻,International_affairs_china_related,International_news,,
